num,_id,scrape_time,job_id,job_title,employer_name,employer_location,posted_time,num_of_applicants,job_description,experience_level,industry,LinkedIn industry,employment_type,job_functions,url_link
114,5eec3aed61d0cb9d84898fd5,11:26.0,142,Engineer Propulsion,Jobs Interviewing Now from HCS,"Chandler, AZ, US",,No longer accepting applications,at northrop grumman our employees have incredible opportunities to work on revolutionary systems that impact peoples lives around the world today and for generations to come our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nations history  from the first flight across the atlantic ocean to stealth bombers to landing on the moon we look for people who have bold new ideas courage and a pioneering spirit to join forces to invent the future and have fun along the way our culture thrives on intellectual curiosity cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible our employees are not only part of history theyre making history  northrop grumman space systems designs builds and delivers space defense and aviation related systems to customers around the world our main products include launch vehicles and related propulsion systems missile products subsystems and defense electronics precision weapons armament systems and ammunition satellites and associated space components and services and advanced aerospace structures  northrop grumman space system sector is looking for an experienced propulsions engineer to join the mechanical engineering team within launch vehicles at the chandler az facility  this opening is for a propulsion engineer who has experience working on designing evaluating and analyzing liquid propulsion systems the propulsion engineer will perform a wide range of duties associated with the specification procurement test and delivery of related hardware for use on launch vehicle platforms candidate will be support for all aspects of product management including resolving technical issues scheduling of production and test activities and working through potential conflicts with suppliers in addition candidate will maintain detailed records for each component type which includes specifications purchase orders pedigrees test results key technical characteristics and non conformances  the ideal candidate for this role will be one who is comfortable working on a variety of problems across a range of hardware subsystems a candidate will work as part of an integrated product team ipt under the guidance of a lead engineer as part of the ipt the candidate will need to be able to effectively communicate and interface with suppliers other departments and customers both internal and external to ensure the components meet the vehicle needs and requirements  the candidate will help research design test and document various hardware systems the candidate will gather information for desired design and processing changes from various vendors and present them to management for approval the candidate will resolve nonconformances and implement corrective actions the candidate will be required to perform and publish analyses and waivers by applying sound engineering principles and techniques the candidate will plan engineering activities such as component tests and technical analyses to ensure the product meets specified requirements  the candidate will also support the gathering maintaining formatting and compiling assessing technical data such as laboratory or material test results and engineering design changes the candidate will produce engineering documentation reports drawings and presentations the candidate will support the writing and implementation of specification and other requirements documents statements of work work packages and test reports create pedigrees qualification matrices as well as document any deficiencies to internal engineering standards perform post flight data review including determining performance characteristics and document results for final post flight reports the candidate will be expected to be proactive in learning and work to become an expert in the design and performance characteristics of various hardware subsystems will be responsible for supporting the development of technical solutions for issues and properly implement those solutions candidate will be expected to coordinate with necessary subject matter expert support in the company as needed to achieve those necessary objectives    2 years with bachelors in science 0 years with masters  northrop grumman is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunity affirmative action employer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class for our complete eeo aa and pay transparency statement please visit www northropgrumman com eeo  u s citizenship is required for most positions ,Entry level,aviation & aerospace,"['Information Technology & Services', 'Defense & Space', 'Computer Software']",,"['', '']",https://www.linkedin.com/jobs/view/1893749466/?eBP=NotAvailableFromVoyagerAPI&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
115,5eec3af461d0cb9d84898fd6,11:32.4,143,Facilities Maintenance Manager - Space Components,Jobs Interviewing Now from HCS,"Commerce, CA, US",Posted 3 weeks ago,25,at northrop grumman our employees have incredible opportunities to work on revolutionary systems that impact peoples lives around the world today and for generations to come our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nations history  from the first flight across the atlantic ocean to stealth bombers to landing on the moon we look for people who have bold new ideas courage and a pioneering spirit to join forces to invent the future and have fun along the way our culture thrives on intellectual curiosity cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible our employees are not only part of history theyre making history  northrop grumman space systems designs builds and delivers space defense and aviation related systems to customers around the world our main products include launch vehicles and related propulsion systems missile products subsystems and defense electronics precision weapons armament systems and ammunition satellites and associated space components and services and advanced aerospace structures  the space components division is seeking a to join our team   the role of the facilities maintenance manager will assist in the oversight and management of the entire facility to include ensuring cleanliness of rooms compressors vacuum systems humidifiers as well as high tech manufacturing equipment this position will execute maintenance management budgets assure operational readiness with equipment and tooling spare parts inventory use lean thinking and tpm principles to organize work flow streamline internal processes and minimize equipment downtime facilities maintenance manager will manager groups of contractors and technicians to keep the facility up and running drives root cause  corrective action utilizing reliability engineering to take proactive approach and responsible for managing and maintaining accurate status of kpis and visual management boards      northrop grumman is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunity affirmative action employer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class for our complete eeo aa and pay transparency statement please visit www northropgrumman com eeo  u s citizenship is required for most positions ,Mid-Senior level,aviation & aerospace,"['Information Technology & Services', 'Defense & Space', 'Computer Software']",,"['', '']",https://www.linkedin.com/jobs/view/1884566987/?eBP=NotAvailableFromVoyagerAPI&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
116,5eec3afa61d0cb9d84898fd7,11:38.7,144,Quality Engineer 4,Teledyne Technologies Incorporated,"Huntsville, AL, US",Posted 2 days ago,25,teledyne brown engineering inc  tbe  located in huntsville al is part of the teledyne technologies family of high technology companies tbe provides full spectrum systems engineering integration manufacturing and lifecycle sustainment solutions to the marine aviation aerospace defense energy and environment markets tbe is an industry leader in systems integration technology development hardware design prototype development system test and evaluation and advanced manufacturing  tbe is developing an advanced high speed hypersonic hs h hot air tunnel hat which will have the ability to maintain high quality flow characteristics and significantly advance the state of the art over current facilities and tbe is completing the second launch vehicle stages adapter lvsa unit which will be a part of the evolvable nasa space launch system program configuration for the spacecraft and payload integration element office tbe is seeking a quality engineer responsible ensuring engineering and manufacturing processes are performed correctly using the criteria of the right tools materials and processes an important part of the job involves coordinating the proper design and build of hat and lvsa in accordance with the companys quality standards and testing processes against those criteria  the candidate would work within the project teams to ensure the overall quality of a manufactured product and is tasked with creating documentation devising quality tests and defining the criteria a test result should meet the candidate would play a key role in fixing issues when they arise and ensures that final products are safe and meet customer expectations while keeping the manufacturing process as effective and cost efficient as possible  education and experience  clearance active secret clearance is preferred ability to obtain a secret clearance is required ,Associate,aviation & aerospace,"['Electrical & Electronic Manufacturing', 'Construction', 'Mechanical Or Industrial Engineering']",,[''],https://www.linkedin.com/jobs/view/1907973269/?eBP=NotAvailableFromVoyagerAPI&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
117,5eec3b0061d0cb9d84898fd8,11:45.0,145,Aircraft Low Observ Mech 4 (Deployable),HiredAllied.com,"Edwards Air Force Base, CA, US",Posted 2 weeks ago,25,are you interested in expanding your career through experience and exposure all the while supporting a mission that seeks to ensure the security of our nation and its allies? if so then northrop grumman may be the place for you  as a leading global security company we provide innovative systems products and solutions to our customers worldwide we are comprised of diverse professionals that bring different perspectives and ideas understanding that the more experiences we bring to our work the more innovative we can be as we continue to build our workforce we look for people that exemplify our core values leadership characteristics and approach to innovation   northrop grumman defense system is seeking an aircraft low observable mechanic 4 for a rotational oconus program based in edwards afb ca the successful candidate will be responsible for all aircraft low observable outer mold line structures materials and applications prepares composite or metallic surfaces for coating applications by performing various operations such as sanding stripping applying vacuum performing porosity testing masking and other preparation tasks mixes and applies sealants gap fillers and any other required processes prior to paint which may require the use of heating devices mixes and applies paints and other coatings at the proper spraying consistency applies additional surface details to manufacturer specifications performs or coordinates component level testing for specification compliance after applications have been completed may perform similar duties in aircraft build modification or maintenance role  the selected candidate may receive additional training and be cross utilized into general aircraft maintenance to fulfill the daily activities and duties required to meet contract requirements aircraft maintenance tasks include performing minor structural repairs and modifications troubleshoots repairs and services aircraft and engine systems and performs maintenance disassembly rework repair replacement re assembly or adjustment of various aircraft systems in accordance with technical specifications engineering instructions and faa regulations assigned work locations are palmdale and edwards afb ca      northrop grumman is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunity affirmative action employer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class for our complete eeo aa statement please visit www northropgrumman com eeo  u s citizenship is required for this position ,Entry level,aviation & aerospace,"['Financial Services', 'Hospital & Health Care', 'Pharmaceuticals']",,"['', '']",https://www.linkedin.com/jobs/view/1889683907/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
118,5eec3b0d61d0cb9d84898fda,11:57.6,147,Assembler (Temp),Raytheon Technologies,"San Francisco, CA, US",,No longer accepting applications,collins aerospace is a leader in technologically advanced and intelligent solutions for the global aerospace and defense industry created in 2018 by bringing together rockwell collins and utc aerospace systems collins aerospace has the capabilities comprehensive portfolio and expertise to solve customers toughest challenges and to meet the demands of a rapidly evolving global market  at collins aerospace our interiors team is focused on innovation safety and cost efficiency but we dont just get people from point a to point b we are committed to making air travel more comfortable connected and secure as a leader in aviation interior products and services we are helping airlines and original equipment manufacturers create a positive experience for their customers with offices and manufacturing facilities in more than 12 states across the u s and more than 10 countries around the globe we are changing the game of aircraft interiors are you ready to join our team? as a leader in the aerospace industry we have a number of exciting positions available right now including a in our interiors business located in corona ca   reporting to the operations supervisor the assembler will be responsible for the manufacturing assembly quality and packaging of panels to meet the delivery schedule     the above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed descriptions of all the work requirements that may be performed in the job  eoe minorities females veterans disabled all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identity national origin disability or protected veteran status ,Entry level,aviation & aerospace,['Aviation & Aerospace'],Temporary,"['', '']",https://www.linkedin.com/jobs/view/1905901737/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
119,5eec3b1461d0cb9d84898fdb,12:04.6,148,"Specialist, Project Management (MPM)",L3Harris Technologies,"Greenville, TX, US",Posted 2 months ago,25,job id ims20201603 43076 date posted 03 17 2020 l3harris is dedicated to recruiting and developing diverse high performing talent who are passionate about what they do our employees are unified in a shared dedication to our customers’ mission and quest for professional growth l3harris provides an inclusive engaging environment designed to empower employees and promote work life success fundamental to our culture is an unwavering focus on values dedication to our communities and commitment to excellence in everything we do  l3harris technologies is an agile global aerospace and defense technology innovator delivering end to end solutions that meet customers’ mission critical needs the company provides advanced defense and commercial technologies across air land sea space and cyber domains l3harris has approximately 17 billion in annual revenue 50 000 employees and customers in more than 130 countries l3harris com description job title specialist project management mpm  job location greenville texas job code ims20201603 43076 job description mpm will function as the point of contract between the program office functional management the customer supplier relationships and other stakeholders to coordinate efforts to ensure successful resolutions of program issues  manage the material budget for assigned program provide accurate material forecast assists in providing comprehensive business analysis of program material requirements and manage impact to program eacs for all material related actions  work collaboratively with program office and functional management as well as other stakeholders to define and assign task requirements estimate and establish budget and schedules determine appropriate performance metrics clarify priorities and develop and implement specific management plans to support the program  interact with engineering  engineering design reviews planning procurement and manufacturing personnel to ensure appropriate drawings are released and program schedules are achieved  assists in reviewing proposals  statements of work sow to establish status metrics and reporting methods that assists with make buy decisions follows up on open purchase orders verifies delivery participates in resolving supplier issues approves payment and maintains necessary records of material movement throughout manufacturing and inventory cycle s  utilize program management tools to monitor and report program performance to objectives including budget schedule and other management requirements  and facilitate project coordination and decision making  lead participate in integrated product teams to assure successful program execution and drive non value added costs out of the program  provide proposal support to include estimating the scope of mpm labor and material efforts  requirements active dod secret clearance required  3 years in a similar technical pm or equivalent leadership capacity strong project management skills outstanding communication both verbally and written  negotiation organizational and leadership skills  recent experience in commercial and military aviation aerospace products development and production is highly desired  knowledge of manpower planning milestone scheduling pm tools and related financial management  must have high attention to detail  capable of managing and working in an environment that is fast paced demanding with a focus on problem resolution and process improvement  strong organizational and time management skills  intermediate knowledge of microsoft office products to include word excel powerpoint outlook and project  extensive experience with sap and material processes strongly preferred  proven team player with outstanding customer relationship skills  position requires an active dod secret security clearance the ability to maintain the stated clearance which requires u s citizenship position also requires the ability to obtain and maintain a dod top secret security clearance  please be aware many of our positions require the ability to obtain a security clearance security clearances may only be granted to u s citizens in addition applicants who accept a conditional offer of employment may be subject to government security investigation s and must meet eligibility requirements for access to classified information  by submitting your résumé for this position you understand and agree that l3harris technologies may share your résumé as well as any other related personal information or documentation you provide with its subsidiaries and affiliated companies for the purpose of considering you for other available positions  l3harris technologies is proud to be an affirmative action equal opportunity employer l3harris is committed to treating all employees and applicants for employment with respect and dignity and maintaining a workplace that is free from unlawful discrimination all applicants will be considered for employment without regard to race color religion age national origin ancestry ethnicity gender including pregnancy childbirth breastfeeding or other related medical conditions  gender identity gender expression sexual orientation marital status veteran status disability genetic information citizenship status characteristic or membership in any other group protected by federal state or local laws l3harris maintains a drug free workplace and performs pre employment substance abuse testing and background checks where permitted by law ,Associate,aviation & aerospace,"['Information Technology & Services', 'Defense & Space', 'Computer Software']",Full-time,"['Project Management', 'Information Technology']",https://www.linkedin.com/jobs/view/1829724940/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
120,5eec3b1b61d0cb9d84898fdc,12:11.1,149,Avionics Technician 2 (Deployable),Jobs Interviewing Now from HCS,"Edwards Air Force Base, CA, US",Posted 1 month ago,25,are you interested in expanding your career through experience and exposure all the while supporting a mission that seeks to ensure the security of our nation and its allies? if so then northrop grumman may be the place for you  as a leading global security company providing innovative systems products and solutions to customers worldwide northrop grumman offers an extraordinary portfolio of capabilities and technologies here at northrop grumman we are comprised of professionals that bring different perspectives are curious about the world accepting of each other and understand that the more ideas backgrounds and experiences we bring to our work then the more innovative we can be as we continue to build our talented workforce we look for professionals that exemplify our core values leadership characteristics and approach to innovation   northrop grumman defense systems is seeking an avionics technician 2 for a rotational oconus program based out of edwards ca the successful candidate installs tests troubleshoots and repairs avionics systems wiring in aircraft in accordance with technical specifications engineering instructions and faa regulations fabricates installs and tests installation routing clamping and wiring harnesses reads wiring diagrams and blueprints ability to operate specialty vehicles able to perform work in an approved environment during specified work hours ability to understand and follow basic instructions and guidelines  the selected candidate may receive additional training and be cross utilized into aircraft low observable maintenance to fulfill the daily activities and duties required to meet contract requirements low observable tasks include repair of composite or metallic structures and sanding stripping testing masking and other preparation tasks assigned work locations are palmdale and edwards afb ca      northrop grumman is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunity affirmative action employer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class for our complete eeo aa statement please visit www northropgrumman com eeo  u s citizenship is required for this position ,Entry level,aviation & aerospace,"['Information Technology & Services', 'Defense & Space', 'Computer Software']",,"['', '']",https://www.linkedin.com/jobs/view/1854553404/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
121,5eec3b3061d0cb9d84898fdf,12:32.1,152,Inspector 1 – Space Components,HiredAllied.com,"San Diego, CA, US",Posted 3 weeks ago,25,at northrop grumman our employees have incredible opportunities to work on revolutionary systems that impact peoples lives around the world today and for generations to come our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nations history  from the first flight across the atlantic ocean to stealth bombers to landing on the moon  we look for people who have bold new ideas courage and a pioneering spirit to join forces to invent the future and have fun along the way our culture thrives on intellectual curiosity cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible our employees are not only part of history they are making history  northrop grumman space systems division designs builds and delivers space defense and aviation related systems to customers around the world our main products include launch vehicles and related propulsion systems missile products subsystems and defense electronics precision weapons armament systems and ammunition satellites and associated space components and services and advanced aerospace structures  our facility in san diego ca is seeking an experienced associate inspector with relevant aerospace industry experience in our quality assurance department this employee will be working on small medium and or large government and commercial programs  job summary inspects purchased parts and materials for conformity to standards specifications and processing requirements inspects for proper identity and dimensions using such measuring devices as micrometers gauges and calipers visually inspects for obvious defects or damage such as corrosion cracks dents scratches and pits verifies specifications using purchase orders blueprints drawing or inspection instructions and checklists makes pass fail decisions on inspected goods maintains records of results inspections may involve compound angles or three dimensional projections using inspection equipment such as microscopes micrometers telescope gauges and optical comparators other duties as assigned qualifications basic qualifications high school diploma and 0 years of additional education or related manufacturing experience ability to inspect tight tolerance machined components with complex geometry experience with dimensional inspection using precision hand tools and surface plate setup the ability to read and understand blueprints familiarity with as9100 or iso 9001 quality management systems familiarity with aerospace standards ex as9100 iso9001 basic knowledge in microsoft word  excel excellent communication skills and ability to work in a team environment preferred qualifications cmm faro arm experience composite experience proficiency with geometric dimensioning and tolerancing per asme y14 5 experience inspecting tight tolerance machined components with complex geometry proficient blueprint reading skills northrop grumman is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunity affirmative action employer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class for our complete eeo aa and pay transparency statement please visit www northropgrumman com eeo  u s citizenship is required for most positions ,Entry level,aviation & aerospace,"['Financial Services', 'Hospital & Health Care', 'Pharmaceuticals']",Full-time,"['Engineering', 'Information Technology']",https://www.linkedin.com/jobs/view/1889461616/?eBP=NotAvailableFromVoyagerAPI&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
122,5eec3b3661d0cb9d84898fe0,12:38.5,153,Test Engineer,HiredAllied.com,"Brigham City, UT, US",Posted 2 weeks ago,25,at northrop grumman our employees have incredible opportunities to work on revolutionary systems that impact peoples lives around the world today and for generations to come our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nations history  from the first flight across the atlantic ocean to stealth bombers to landing on the moon we look for people who have bold new ideas courage and a pioneering spirit to join forces to invent the future and have fun along the way our culture thrives on intellectual curiosity cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible our employees are not only part of history theyre making history  northrop grumman innovation systems designs builds and delivers space defense and aviation related systems to customers around the world our main products include launch vehicles and related propulsion systems missile products subsystems and defense electronics precision weapons armament systems and ammunition satellites and associated space components and services and advanced aerospace structures  propulsion systems is currently seeking a to provide testing support in our test and research operations value stream team at the site   as a test engineer energetics manufacturing engineer 3 develop environmental structural dynamic and static test processes for aerospace components including rocket motors rocket motor initiation systems ordnance devices and illuminating devices using customer specifications engineering drawings test plans and other documentation as applicable the test preparation process includes review of requirements development and coordination of safety protocols design and integration of support equipment and documenting the test process the test engineer is responsible for selection and integration of test instrumentation and data acquisition systems development of ordnance initiation process training test technicians troubleshooting test anomalies and review of test data test engineers work closely with the safety and hazards analysis departments and support cross functional teams in designing and setting up energetic test processes test engineers must have demonstrated ability to manage complex test projects and be non compromising with regards to safety even when working under pressure test engineers must be comfortable presenting technical data to internal external customers suppliers and vendors test engineers spend time in test facilities including at offsite customers developing solutions to a variety of complex testing challenges      northrop grumman is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunity affirmative action employer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class for our complete eeo aa and pay transparency statement please visit www northropgrumman com eeo  u s citizenship is required for most positions ,Entry level,aviation & aerospace,"['Financial Services', 'Hospital & Health Care', 'Pharmaceuticals']",,[''],https://www.linkedin.com/jobs/view/1893734585/?eBP=NotAvailableFromVoyagerAPI&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
123,5eec3b3d61d0cb9d84898fe1,12:45.6,154,Digital Practice Manager,Interactive Resources - iR,"Jacksonville, FL, US",,No longer accepting applications,overview our client provides fully integrated architecture engineering and consulting services to help clients realize their most complex facility and infrastructure projects for land air and space we are committed to bringing extraordinary solutions to our clients through the promise of imagination ingenuity and innovation with a tradition of excellence that began in 1941 we are consistently ranked among the nations top 100 design firms we attribute our success to an unwavering commitment to our core values of integrity quality service business success and valuing associates  an equal opportunity employer all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identity national origin or protected veteran status and will not be discriminated against on the basis of disability  please view equal employment opportunity posters provided by ofccp here  responsibilities our information technology team engages with leaders and associates across the firm to advance technology solutions and achieve business objectives we apply our expertise to promote and support design project management and business solutions build and operate our on premises and cloud infrastructures measure and limit our cyber risk and respond to the technology needs of our associates  qualifications we are currently seeking an enterprise digital practice manager to join our information technology team  our clients digital practice team within the information technology group works with design and project management professionals across all business units to achieve the best use of technology during project delivery the team is responsible for developing technology strategies and solutions that advance our firms creativity efficiency collaboration quality and profitability  the team supports the spectrum of technologies necessary to provide service to our clients bim and related building design and construction tools for corporate healthcare aviation and defense clients civil and structural tools for 2d and 3d design planning and construction management of roadways airports bridges and toll facilities for local state and federal clients 3d product design planning and fabrication of aerospace launch facilities and ground support equipment for federal and commercial launch providers private hybrid and public cloud project collaboration technologies supporting all manner of internal and external work groups  duties and responsibilities the digital practice manager leads this team working with business leaders practitioners and it professionals across all business units the position demands strong interpersonal skills relationship building technical expertise and self direction to develop and execute a strategy to continuously improve our project delivery capabilities responsibilities include working with stakeholders to understand their business challenges identifying opportunities for technology solutions and assisting in the resolution of these challenges partnering with practitioners across the firm to improve quality and efficiency through development of technology best practices workflows standards and training programs improving data integration and process efficiencies throughout the project lifecycle leveraging data analytics for internal process improvements and helping practitioners in all business units to identify and leverage external data sets and analytical tools for improving our client deliverables continuously measuring and improving our ability to collaborate and share work across internal and external teams developing and supporting a firm wide program aimed at identifying and adopting innovative ideas technologies and processes for project delivery managing our relationships with software vendors in the aec markets and ensuring the smooth management of our portfolio of software products developing and executing a departmental strategy managing the team to deliver on that strategy developing and managing operating and capital budgets  qualifications bachelors degree in architecture engineering or a related field 10 years experience in the aec industry including design project delivery 3 years experience in a team leadership role advanced level experience in at least one aec software suite of products such as autodesk bentley esri computational design tools visualization etc a passion for the intersection of technology and design project delivery experience leading the implementation of technology for aec design teams experience with aec collaboration tools and techniques for both internal and external teams experience interfacing between design and construction teams is a plus experience with data management and advanced analytics tools for managing projects experience using large data sets and analytic techniques to inform project design is a plus experience with training and project support ability to prioritize and execute toward organizational goals with minimal supervision excellent interpersonal communication and leadership skills ability and passion for learning new technologies quickly experience building relationships with software vendors and software license negotiation and monitoring if this sounds like the role for you and youre ready to join an amazing team please apply ,Mid-Senior level,aviation & aerospace,"['Information Technology & Services', 'Computer Software', 'Financial Services']",Full-time,"['Marketing', 'Sales']",https://www.linkedin.com/jobs/view/1907526733/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
124,5eec3b4461d0cb9d84898fe2,12:52.2,155,UTC Operations Leadership Program (Undergrad up to 2 years' experience),Raytheon Technologies,"Farmington, CT, US",Posted 6 days ago,25,date posted 2019 05 22 0700 country united states of america location ut6 4 farm springs 4 farm springs road farmington ct 06032 usa  united technologies corporation utc  a fortune top 50 company is a dynamic global corporation operating at the leading edge of commercial and military aviation aerospace systems climate control elevator design security and fire protection at utc operations is the combined functions of supply management quality and manufacturing we buy build and continuously improve the creation of products and services that keep our customers coming back utc operations is a powerful link between the design and marketing of our products and their ultimate delivery to the customer thats a big challenge we do it every day in every corner of the world with increasing quality pride and passion  our operations leadership program olp will put you in the midst of a transformation that is sweeping across operations and utc you will engage people strategize and deploy initiatives using your diverse skills and competencies to meet extraordinary business and career challenges our commitment to our olp associates is to provide front line hands on meaningful assignments designed to stretch your capabilities and enhance your learning you will build a well rounded platform on which to develop and exciting career in operations  minimum b a b s degree required operations related fields e g  engineering logistics supply chain quality or manufacturing strongly preferred minimum overall gpa 3 20 or higher minimum of 2 internships or 2 co op experiences required strong commitment and interest in a career within operations proactive and results driven individuals who thrive in a fast paced and dynamic environment capacity to lead motivate and influence through effective communications flexibility and mobility to travel live anywhere in the us and possibly abroad candidates must be a current us citizen or permanent resident foreign language proficiency is a plus not required ,Entry level,aviation & aerospace,"['Construction', 'Defense & Space', 'Financial Services']",Internship,"['', '']",https://www.linkedin.com/jobs/view/1906504205/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
125,5eec3b4a61d0cb9d84898fe3,12:58.9,156,Pipeline Professional Technical - All Levels,HiredAllied.com,"Brigham City, UT, US",Posted 2 weeks ago,25,at northrop grumman our employees have incredible opportunities to work on revolutionary systems that impact peoples lives around the world today and for generations to come our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nations history  from the first flight across the atlantic ocean to stealth bombers to landing on the moon we look for people who have bold new ideas courage and a pioneering spirit to join forces to invent the future and have fun along the way our culture thrives on intellectual curiosity cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible our employees are not only part of history theyre making history  northrop grumman innovation systems designs builds and delivers space defense and aviation related systems to customers around the world our main products include launch vehicles and related propulsion systems missile products subsystems and defense electronics precision weapons armament systems and ammunition satellites and associated space components and services and advanced aerospace structures  northrop grummans propulsion systems business unit is currently seeking to build an internal pipeline of talented engineers for the systems project and chief engineering roles  ps is currently experiencing and is projecting to continue to need talented candidates for these roles across multiple production lines and programs due to business growth and retirement of existing engineers this requisition is not funded and is intended for candidates to use to self identify their desire to pursue this career focus area actual job opportunities will be formally posted with candidates from this pipeline encouraged to development themselves and bid on these future positions as they open  the pipeline requisition is open to all technical grade levels and will have opportunities at both the promontory and the bacchus locations  roles  responsibilities the functions of systems project and chief engineers are viewed as a spectrum in this pipeline activity with systems engineering being viewed as a potential entry position to this career path project engineering is considered as a mid career position with chief engineering viewed as a more experienced role  the below matrix is a guide for candidates to assess their current capabilities and experiences with the spectrum of attributes and functions needed to perform in these roles an overview of the roles and responsibilities for these positions can be found in the project engineering handbook se ooi 0551 which the latest revision is locating in epic  a summary of roles is below  chief engineer overall technical accountability for the program during the life of the program and has the authority to keep or delegate out any project systems engineer responsibility communication is both “up and out” with the program senior leadership and customer and “down and in” with project systems engineers and other team members  project systems engineer primarily accountable to plan oversee and manage the execution of the engineering scope with the application of systems project engineering principles communication is primarily “down and in” across the organization with the functional organizations  qualifications experience and education requirements the experience and education requirements will vary with the respective roles systems project and chief engineer in all cases technical engineering or science degrees will be required engineer – 2 years with bs 0 with ms principal engineer – 5 years with bs 3 years with ms 0 with phd sr principal engineer – 9 years with bs 7 years with ms 4 years with phd staff engineer – 14 years with bs 12 years with ms 9 years phd northrop grumman is committed to hiring and retaining a diverse workforce we are proud to be an equal opportunity affirmative action employer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class for a complete eeo aa and pay transparency statement please visit www northropgrumman com eeo u s citizenship is required for most positions ,Associate,aviation & aerospace,"['Financial Services', 'Hospital & Health Care', 'Pharmaceuticals']",Full-time,['Information Technology'],https://www.linkedin.com/jobs/view/1889613018/?eBP=NotAvailableFromVoyagerAPI&refId=3912cb2e-fb87-4320-9eaf-9e344f20f4f8&trk=d_flagship3_search_srp_jobs
