num,_id,scrape_time,job_id,job_title,employer_name,employer_location,posted_time,num_of_applicants,job_description,experience_level,industry,LinkedIn industry,employment_type,job_functions,url_link
11,5eec5adcf785fd1e0f04a3ea,27:40.6,11,Construction Estimator,Tri Tech Restoration,"Burbank, California, United States",Posted 5 days ago,"Posted Date
Posted 5 days ago
Number of applicants
44 applicants",job description we are a well established and reputable restoration  construction company seeking highly motivated and qualified construction estimators and project managers to join our family of employees job description to create comprehensive and detailed scope of work for each construction project that includes very accurate materials take off specific to each trade to be able to come up with the project budget and timeline responsibilities,,construction,,,,https://www.linkedin.com/jobs/view/1880991484/?eBP=CwEAAAFyyzbLZDmYrcHUWYwAcuekDhDs0ZPCAt6m14PVK-meKMzAhlS0t_0Ol1k1TYRn_S5NTqVl_acEN3K_JqQckEADUEnZ9h6uN-orjyNDzaNsGA6bDlIPQgQaEP_z11MEEgra20W1RImRe72SHwykEtrk9JfyNTGbDvhx2Ex9c83m3WhB_ZQ6m7zjmYm7_3YZ33WZhVAo0PshUvp3W_3FH-hqBUMzxh63-FcXtSL1EiNd6x0QKY0RFBKHI7sN7qO8ue74FNNwb--rjUUUv-ExZuKVhXWLcHJ8ycrAoPtIUBbRPa7UvJ0dSHbAseWP9wwX5Q7GmPG7WBQWVMH2H5xLK-Wkqf0Rq03muA37mabyteacDNUX9BFWro45cH1gmfvwm8BwBfQ_i8T6xdBc&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
12,5eec5ae2f785fd1e0f04a3eb,27:47.0,12,Construction Manager,Dewberry,"Long Beach, CA, US",Posted 2 weeks ago,25,job description dewberry is a leading market facing professional services firm with more than 50 locations and 2 000 professionals nationwide what sets us apart from our competitors are our people at dewberry we seek out exceptional talent and strive to deliver the highest quality of services to our clients whether you’re an experienced professional or a new graduate you’ll have the chance to collaborate with the best and brightest and work on innovative and complex projects at the forefront of the industry our commitment to excellence stems from our personal integrity and from other defining attributes which we call “dewberry at work ” that have inspired our employees to be successful for more than a half century  dewberry is currently seeking a for their office as part of a california strategic growth initiative dewberry recently acquired a prominent civil engineering firm drake haglan and associates headquartered in the sacramento area       apply for this job online apply share refer this job to a friend refer sorry the share function is not working properly at this moment please refresh the page and try again later  share on your newsfeed  we can recommend jobs specifically for you click here to get started ,,construction,,,,https://www.linkedin.com/jobs/view/1884998309/?eBP=CwEAAAFyyzbLZEdUwJwID3FYHrpCM6S_TzhLtEIpd2XQkVfhLhDjhoKBstviKuhI4xuiCWNg7w2uB9Su9N0tOBOHJ2h-B76y-39Eab53WWwNNkKsS6f3cVkVdIORHBd-YjN1bqu0Bi_chfuOMxoHwc91IG1zmTbWkI75au4-K0BxKyXRMV8DDD1RjN8TuHnIeKst90BfHRKAOnkmXAZxjfGGCkQkbJqvXn0U0aJ-cPi-_OKG343X7Pmc2JUjy5QOEmeRnC8YgNeBzM9QD2rQyx1Pt_mVYNE2LJdbox1PPAZZE__GZRRQnV7suWijzIAw-wG7bZ-liN9wV90gQpZ8YOyBHxMDcb5Xo4uB89eRlO7P6KO9RcHg06sFOlV-tgiFwg0shyTNJXRHFbc6wg&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
13,5eec5aeff785fd1e0f04a3ed,27:59.9,14,Construction Manager,American Homes 4 Rent,"Boise, Idaho, United States",Posted Date,"NEW
Posted Date
Posted 4 hours ago
Number of applicants
27 applicants",american homes 4 rent as one of the country’s fastest growing property management companies of single family rental homes american homes 4 rent has an exhilarating and fluid start up culture and permanency of a well founded corporation rich with diversity as pioneers in the industry solidified by our place on wall street american homes 4 rent amh nyse is currently looking for qualified candidates with a culture of unprecedented growth quality and innovative collaboration we are seeking personalities to complement our attributes ,,construction,,,,https://www.linkedin.com/jobs/view/1884823502/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
14,5eec5af6f785fd1e0f04a3ee,28:06.4,15,Construction Project Manager,"KCS West, Inc.",Los Angeles Metropolitan Area,Posted 1 day ago,"Posted Date
Posted 1 day ago
Number of applicants
36 applicants",kcs west inc is a leading general contractor looking for excellent candidates with extensive tilt up concrete building experience and the following qualifications to be a construction project manager in southern california  what you’ll do – responsible for all aspects of the construction project responsible for all staff members working on the construction project,,construction,"['', '', '']",,[''],https://www.linkedin.com/jobs/view/1887436043/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
15,5eec5afcf785fd1e0f04a3ef,28:12.6,16,Senior Construction Scheduler,Simpson & Simpson Management Consulting,"Los Angeles County, California, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
44 applicants",senior construction scheduler position description prepare project schedules based on defined project execution plan update and maintain college master schedules perform contractor baseline and schedule updates reviews for contract conformance and quality assurance evaluate contract change orders and amendments for impact on budget and schedule,,construction,,,,https://www.linkedin.com/jobs/view/1879779570/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
16,5eec5b0ff785fd1e0f04a3f2,28:31.6,19,Construction Laborer,Juarez Construction,"Los Angeles, CA, US",Posted 1 day ago,25,construction laborer looking for individuals who have a minimum of 5 years experience in all rough trades  framing electrical plumbing we work on projects from home remodels room additions add ons as well as new construction if youre interested and meet the minimum qualifications please apply ,Entry level,construction,"['Construction', 'Architecture & Planning', 'Civil Engineering']",,"['', '']",https://www.linkedin.com/jobs/view/1910462338/?eBP=NotAvailableFromVoyagerAPI&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
17,5eec5b16f785fd1e0f04a3f3,28:38.1,20,Construction Project Manager,"1st Fruits Consulting, Inc.","18964, Souderton, Pennsylvania, United States",Posted 2 days ago,"Posted Date
Posted 2 days ago
Number of applicants
28 applicants",are you excited about making a name for yourself in the concrete construction industry? do you know how to drive a project to completion on time and under budget? are you capable of managing commercial projects over 5m? our client an independently owned and regionally operated commercial construction company who specializes in tilt wall precast and cast in place concrete is looking to hire a project manager for their northeast regional office ,,construction,,,,https://www.linkedin.com/jobs/view/1908429527/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
18,5eec5b1cf785fd1e0f04a3f4,28:44.4,21,Construction Estimator,Environmental Construction Inc.,"Los Angeles, CA, US",Posted 1 week ago,25,overview established in 1986 environmental construction inc is a leading southern california heavy civil contractor  we specialize in public construction with focus in two markets site development and water wastewater improvement  eci is presently seeking experienced estimators a senior estimator and project managers candidates with experience in both mechanical piping and site development will be preferred       environmental construction inc is a leading general engineering contractor operating in southern california environmental construction specializes in public works ,Entry level,construction,"['Construction', 'Civil Engineering', 'Environmental Services']",Full-time,"['', '']",https://www.linkedin.com/jobs/view/1895438268/?eBP=NotAvailableFromVoyagerAPI&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
19,5eec5b22f785fd1e0f04a3f5,28:50.8,22,Construction Manager,The SMASH Co.,"Los Angeles, CA, US",Posted 5 days ago,25,job description hey the smash co is hiring an experienced construction manager on behalf of an amazing company to serve contracting to serve is a nationwide storm restoration company specializing in roofing  job description construction manager reports to operations manager the construction manager is responsible for the construction of all at all to serve contracting locations california north carolina minnesota  they oversee all of material and crew pricing manage and lead the entire production team by ensuring that all jobs produced by the to serve sales team are produced on budget and within the allotted time frames they also make sure that the highest quality is produced at all times while maintaining a flawless accident and osha record any and all areas of construction are led and managed by the construction manager        pay range 60 000 100 000 base plus incentive,Associate,construction,"['Construction', 'Insurance', 'Consumer Services']",Full-time,[''],https://www.linkedin.com/jobs/view/1908161314/?eBP=NotAvailableFromVoyagerAPI&refId=62aa4b14-257d-4349-a273-9a634bad0702&trk=flagship3_search_srp_jobs
20,5eec5b29f785fd1e0f04a3f6,28:57.3,23,COMMERCIAL HVAC CONSTRUCTION MANAGER,Eriksson Steele,Los Angeles Metropolitan Area,Posted 1 week ago,25,commercial hvac project manager you will not find another opportunity like this strong client relationships and strategic business alliances allow our small company access to work which typically goes to larger companies enjoy the flexibility the sense of personal accomplishment and the unlimited professional growth opportunity that comes with a lean corporate structure and our collaborative team environment this position reports directly to the corner office looking to expand your capacity through continuing higher education? we are supportive ,,construction,"['', '']",,"['', '']",https://www.linkedin.com/jobs/view/1878810229/?eBP=CwEAAAFyyzcAWWJbKyFbJFSCgjBooeepkq-jg-DwF3a1EwcNnTDh-3JvdcK0F8nikoSP8Ej1LdnRD6pc3YYW8E869a3gMvhnSdgNs2EJYVuZeU9XnsE4TMU4HzW2zBVl8nJ2hPgrVCY7LRmtTgTv0X2E50QvLAG0lZwmq5HWPIDY2PD9zJ-nPWM3zMDUG4qkrd-e6e_xWEwsnGX3uNogjZb23ryRP6dLAjYxpYPkywfp6lnlHSAuvx8x3Bm1hWVYTxrx5RyR2E9ac1-Hw3tkvHNZTyAxHdVoHz0-YH4_vhDXFey6-mroZLM1T_QxuSjQnLaIznFFzG6OJAjfCElNAxain8dCAC4qckyiBT1J-QHlxKgVdCTef4QFJYqR6dbHvRV4QhVjrAEHO-Y&refId=dee3764c-2874-4a33-a5db-7c6ef91f41c2&trk=flagship3_search_srp_jobs
21,5eec5b2ff785fd1e0f04a3f7,29:03.6,24,Construction Project Manager,Beecan Health,"Glendale, California, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
183 applicants",description provides managerial oversight to a construction project or a series of construction projects responsible for the overall direction administration completion and financial outcome of a construction project manages work of project teams including facility administration project coordinators general contractors and contracted consultants responsible for developing project scope budget and schedule to establish operational priorities and maintains satisfactory relationships with service area leadership and staff subcontractors unions etc ,,construction,,,,https://www.linkedin.com/jobs/view/1814335853/?eBP=CwEAAAFyyzcAWe6lLu-As36xA-XZQStPqwi4XZeqjG0DZIDb2OjXe16pBkMYAhVyA0c-HHt0sojplgO1hnlSaCig7qu-oNPNECR3c1oqylMGjvXXimlWOyXAF-VCU_eTalvadSmc-7TlOtUZvAHSW6HDMrho1llIroE1vCWsH4bJPDBwSmgk7P2zHrAmXTTaxJ4t-3npU9uCK07MPtfpKJ1EyoYP4aIA8PcQ7Niuqdd1KvFZshPquE8uT1yGyuPnIPLcw2kvjIzeLstst4rmzSp_jJ2VpO1V5lD2k8Y9BIltOex_pciLQyyN2k_zMh1VV94jCFdVM2NVagjaNC4tavcivbJXOiGcqwVKNZ-UMo4etndiJW3Z&recommendedFlavor=COMPANY_RECRUIT&refId=dee3764c-2874-4a33-a5db-7c6ef91f41c2&trk=flagship3_search_srp_jobs
22,5eec5b35f785fd1e0f04a3f8,29:10.0,25,Senior Construction Manager,"RAMOS CONSULTING SERVICES, INC.",Los Angeles Metropolitan Area,Posted 6 days ago,"Posted Date
Posted 6 days ago
Number of applicants
43 applicants",the ideal candidate for this position will provide project and construction management for planning and organizing all aspects of the task related to the relevant transit project as part of this role the manager will have direct oversight of a project staff acting as the point of contact to handle any issues regarding the project  responsibilities oversee construction projects from construction to completion cross functional coordination for logistics with vendors construction crews and subcontractors,,construction,,,,https://www.linkedin.com/jobs/view/1880932868/?eBP=CwEAAAFyyzcAWYVtQX_5UI5CmBvPU1hzuIPCzVw1YfqH9iJCb1kdnQNBJynwfFrICH8Xxwxy6HUqHNO3crIu8BRotTZvTfdBw3DIfbP_tbw_UJXuMhpyovZvo0iCdesWAGRnefDK8m0DeJlPQEZgnPL1UVusPAYjjo62tbMTpJnClJT0twdjDHgW3SirG52zzDSwfck0uAzd_5E1OMOL1bQyUGzFeetJd83amaYOaLd39VGq-pPu_GPGnef4qU4_iPPgIm5hkQJDXXj3FHkimFLgKAlCC1GpP9CM7fk2zVwVIrPu3stadkfKAl9c6F-c7iX_nqH8w6gvexaY3LNUBIZ9usslLPkApfO1rVgmbJDZzke5xsQw_jn_c71kaljjVbopbxEWbdTVrauoCw&refId=dee3764c-2874-4a33-a5db-7c6ef91f41c2&trk=flagship3_search_srp_jobs
23,5eec5b3cf785fd1e0f04a3f9,29:16.4,26,Construction Marketing Specialist / Videographer,Tiello,"Orange County, California, United States",Posted 1 day ago,"Posted Date
Posted 1 day ago
Number of applicants
176 applicants",a marketing specialist  videographer position is available at tiello construction  we are seeking a self motivated entrepreneur minded individual to help our team create content and brand awareness for the construction industry  this role will involve a multitude of different tasks including but not limited to creating powerful marketing campaigns managing social media creating promotional content for internal and external uses website design graphic design and more     candidates must provide a resume and digital portfolio or reel to be considered for the position ,,construction,"['', '', '']",,"['', '', '']",https://www.linkedin.com/jobs/view/1879720810/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=dee3764c-2874-4a33-a5db-7c6ef91f41c2&trk=flagship3_search_srp_jobs
24,5eec5b49f785fd1e0f04a3fb,29:29.2,28,Construction Project Engineer,Krismar Construction Inc,"Burbank, California",Posted 3 days ago,"Posted Date
Posted 3 days ago
Number of applicants
68 applicants",krismar construction company inc is a fully owned subsidiary of worthe real estate group a real estate development company in santa monica worthe develops owns and manages class a commercial office buildings in the san fernando valley and west los angeles area  krismar’s purpose is to achieve the highest level of excellence and quality through building new buildings constructing first generation tenant improvements and providing construction advice and oversight for worthe ,,construction,[''],,"['', '']",https://www.linkedin.com/jobs/view/1881169076/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=dee3764c-2874-4a33-a5db-7c6ef91f41c2&trk=flagship3_search_srp_jobs
25,5eec5b56f785fd1e0f04a3fd,29:42.2,30,Construction Manager,"DEPCOM Power, Inc",Remote,Posted 3 days ago,"Posted Date
Posted 3 days ago
Number of applicants
124 applicants",depcom power inc is a leader in the engineering procurement construction epc  operation and maintenance om of utility scale solar pv power plants our high growth and position in the renewable energy industry allow for outstanding opportunities to individuals seeking an exciting work environment in one of the most important industries for the 21st century  currently seeking a construction manager to join the team this person can reside from any part of the u s with the ability to travel up to 100 to jobsites across the nation ,,construction,[''],,[''],https://www.linkedin.com/jobs/view/1881150555/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=dee3764c-2874-4a33-a5db-7c6ef91f41c2&trk=flagship3_search_srp_jobs
