num,_id,scrape_time,job_id,job_title,employer_name,employer_location,posted_time,num_of_applicants,job_description,experience_level,industry,LinkedIn industry,employment_type,job_functions,url_link
102,5eed7c79f785fd1e0f04c987,03:21.3,147,Security,Genesis,"Concord, NH, US",Posted 2 months ago,25,position summary performs assigned security duties security guards are responsible for the safety and security of community customers and staff while assuring the security and safekeeping of the physical plant conducts foot patrol of interior and exterior areas of assigned locations and enforces rules regulations policies and center procedures he she will observe and report suspicious activities and persons and respond to emergency situations requiring security assistance ,Entry level,security and investigations,"['Non-profit Organization Management', 'Health, Wellness & Fitness', 'Hospital & Health Care']",,"['', '', '']",https://www.linkedin.com/jobs/view/1843045975/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=aa097dec-c42e-4afd-b7d2-f24c9ce9b1f0&trk=flagship3_search_srp_jobs
103,5eed7c7ff785fd1e0f04c988,03:27.8,148,Compliance Specialist - Investigations and Data Analysis,PPG Industries,"Pittsburgh, PA, US",Posted 3 days ago,"Posted Date
Posted 3 days ago
Number of applicants
196 applicants",the compliance specialist investigations and data analysis supports the internal investigations and corporate security functions primarily through systems administration process management risk analysis and data science this position reports directly to the sr manager investigations and corporate security  key responsibilities together with the sr manager investigations and corporate security oversee all aspects of the various whistleblower reporting mechanisms convercent® ethics helpline chief compliance officer mailbox etc    at ppg we work every day to develop and deliver the paints coatings and materials that our customers have trusted for more than 130 years through dedication and creativity we solve our customers’ biggest challenges collaborating closely to find the right path forward with headquarters in pittsburgh we operate and innovate in more than 70 countries we serve customers in construction consumer products industrial and transportation markets and aftermarkets to learn more visit www ppg com and follow  ppg on twitter   with ppg you will find meaning in your work every day and engage in opportunities that will shape you personally and professionally just like you we are driven to make a difference in our world  ppg prides itself on the quality of its employees and as such candidates who receive a job offer will be required to successfully pass a hair drug toxins test and a background check  ppg offers an opportunity to grow and develop your career in an environment that provides a fulfilling workplace for employees creates an environment for continuous learning and embraces the ideas and diversity of others all qualified applicants will receive consideration for employment without regard to sex pregnancy race color creed religion national origin age disability status protected veteran status marital status sexual orientation gender identity or expression or any other legally protected status ppg is an equal opportunity employer you may request a copy of ppg’s affirmative action plan by emailing ppgaapppg com  to read more about equal employment opportunity please see attached links http www1 eeoc gov employers upload eeocselfprintposter pdf https www dol gov ofccp pdf eo13665prescribednondiscriminationpostinglanguagejrfqa508c pdf https www dol gov ofccp regs compliance posters pdf ofccpeeosupplementfinaljrfqa508c pdf,,security and investigations,"['Building Materials', 'Chemicals', 'Construction']",Full-time,['Information Technology'],https://www.linkedin.com/jobs/view/1786626791/?eBP=CwEAAAFyz5kxrO6lPf54Dr_06aCJpv4-7SKRuUtb_X8wGZIkT3ZUsC1F8TAeTuGxwpvLvHmevEUsVPphyJs3P_Q0agn_2uYEZvvDtexjE78LphDi0hcwsTOio2W42APw7zDfqEVmN6ao55XwQJNQQz9MRHyFhEilrAqrirQVb8Bn6ZCln85T9Jzp48f86-dstC1LGIzfFMsCxGeZ_J7X6uLsyMe8YzqSRyhPTjucH96a2M5V0MDbmZKWetryfZP8ib14ZPSjgoJyEZLdEEvByW99_2UOicZIGt3l7EsKJLoNp-9qxf2ewJiRsb69fzjnLwSocgHE08FWvSpSNZHisezEkNzpmMrlpPFYcv0LFlPNJcxEjrfWnYMsFh6r_60eyCpDrIW1fX5krtzNYSYg&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
104,5eed7c86f785fd1e0f04c989,03:34.2,149,Security Supervisor,"BOS Security, Inc.","Huntsville, Alabama, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
38 applicants",responsibilities oversee transition of the contract from the incumbent force including hiring training of new personnel perform audits and random off hour visits responsible for selection hiring and development of all officers on the team develop a community oriented cadre of officers take a proactive role in communicating with the client and meeting their needs meet regularly listen to issues provide security and technical expertise and solutions ensure complete customer satisfaction ,,security and investigations,,,,https://www.linkedin.com/jobs/view/1863339917/?eBP=CwEAAAFyz5kxrHY7cfzxj_dCZrDqp6XIYrTvmoq2nz_1GsR5gQvI1jVlgB5joVOFoxelBBbglRX5KVDN3WMI7sLFTAHeY7D-MGQ6BiQ8kKE8hdwEThblhrv81GEFIL2UkNBjHV5sYwFrDFPnuDHiaphN0C4Zqr4YZVHeOb19qdY5WTZif2Ak_vQIxnr-GS6zRL33xPyW5vmp_HyKvRMaxIAIclAO6N-cASu4tf3wu2qiJWlcXoWXVrHOZb9_sZaj-_GT9gWjGLwxnz9R0q9LH05PiXh_AlEUn7Aoqhlm2IaZP52EqQaepNXz4yOE9CbIwSvpszr6PQY075BR10wo3hNhGeKco33pbFRl8IK0Y-XFoSsXCepj6Zq9Y4Gq7iXM7iiDO2SjhK-KLqWXOA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
105,5eed7c8df785fd1e0f04c98a,03:41.3,150,Security Consulting Engineer (Intern) - United States,Cisco,"Raleigh, NC, US",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
59 applicants",what you’ll do everything is converging on the internet making networked connections more relevant than ever our employees have groundbreaking ideas that impact everything imaginable  from entertainment retail healthcare and education to public and private sectors smart cities smart cars and everyday devices in our homes here that means you’ll take creative ideas from the drawing board to powerful solutions that have real world impact you’ll collaborate with cisco leaders partner with experienced mentors and develop incredible relationships with colleagues who share your interest in connecting the unconnected you’ll be part of a team that cares about its customers enjoys having fun and you’ll participate in changing the lives of those in our local communities come prepared to be inspired   who youll work with  let’s change the world together you will work directly with our customers and gain hands on experience and exposure into their networks be immersed in a small close knit group of cohorts to collaborate on several projects that have a real impact you will be working on network infrastructures delivering business solutions and technology solutions from data security mobility and the cloud we will value your ideas on how to get things done while learning from industry leaders   what the security customer experience organization does cisco security customer experience cx organization supports customers through the entire lifecycle of a security solution from understanding business needs to deploying custom solutions from optimizing existing solutions to developing applications that meets specific needs from helping customers to maintain their solutions to helping them investigate potential security incidents in order to effectively support customers offering specialized services with specialized consultants security cx is segmented in four areas security consulting services assessment and penetration services cisco talos incident response services ctir and orchestration automation and response soar services  *security consulting services* our security consulting services team is distributed across the us we provide security professionals that can assist our customers with their security challenges irrespective of the security products they have in their environment cisco or otherwise  additionally we offer strategic consulting aligned with cisco’s product offerings to help customers with business case development and product adoption our focus in security consulting is to help our customers get better at securing their organization and integrating security into their business needs  our security consultants help our customers understand complex security needs by identifying challenges risks and vulnerabilities in technology people and processes we achieve this through understanding business objectives and how those objectives influence security decisions developing strategies and roadmaps to address these requirements and providing support to existing programs and projects engagements include security program building developing layered security models compliance assessments against various compliance frameworks  implementation planning design and execution consulting services is also focused on assisting our clients to use and get the most value from their cisco security products we advise our customers to adopt and utilize best in breed cisco security technologies using tried and true methodologies for deployment and migration we focus on aligning our technologies or mix of technologies to accomplish our customer’s business goal through a consultative approach we believe that no one knows cisco products better than our own cisco resources our customers feel the same way a sample of the products that our consulting services team works with are advance malware protection amp for networks and endpoints firepower next generation firewalls identity services engine ise  network access and authentication  virtual segmentation stealthwatch  network visibility and protection email security appliances esa and web security appliances wsa  youll have the opportunity to work directly with a mentor to learn and take part in customer interactions and projects helping you better understand our business and shape your skills engagements include building deploying and optimizing cisco security solutions like firepower identity services engine trustsec and others   assessment and penetration team apt * this group is primarily based out of our downtown chicago il office but with security professionals throughout the us consultants in apt services help our clients address their complex security problems while using our expert knowledge mature methodologies and advanced research capabilities apt takes a technical approach in identifying and mitigating vulnerabilities and threats by emulating real world attack techniques through red team and social engineering assessments reverse engineering application assessment and secure devops reviews as well as hardware security including iot and connected car  *cisco talos incident response services* the cisco talos incident response ir service significantly strengthens a customer’s network and information security resiliency ctir leverages cisco’s talos threat intelligence tools and capabilities along with industry leading tools and processes to assist our customers with responding to incidents as they occur ctir also works with our customers to proactively to improve their capabilities to detect manage and respond to incidents quickly and effectively using the latest intelligence and standard methodologies it introduces a process that engages all layers of defense and provides a comprehensive range of capabilities to help organizations prepare maintain respond to and recover from incidents efficiently if emergency assistance is required our responders are available within hours for rapid investigation and mitigation of threats virtually and in person  *security orchestration automation and response services* security orchestration is a group of software engineers whose mission is to automate security processes and orchestrate disparate security technologies into holistic solutions that go beyond individual product capabilities we do this with cisco and 3rd party products using any platform to build software engineered workflows and capabilities in the course of our work we regularly touch all the products within our security portfolio concretely most of our solutions are desktop utilities portals integrations and automate security tasks written in java and a few in python c and golang using standard software engineering methodologies such as agile and secure development life cycle  key elements of the role you will attend on site design and configuration sessions with a security consulting mentor you will collect requirements from customers for projects to meet critical business goals you will work with a team mentor to define the business goals and requirements for integration efforts you will identify and support large scale design efforts for customer network integrations you will configure lab devices with configuration templates or system configurations which will be used in customers’ production implementations you will aid in analyzing and designing policy creation for identity services firepower intrusion detection asa firewall rules and catalyst switch configurations you will analyze customer configurations and provide feedback on possible improvements to the configuration to improve alignment with customer business goals you will evaluate customer logs or netflow data to advise on improvements aligned with their business goals you will learn and understand security policies standards procedures and guidelines you will utilize modern penetration test techniques if in the apt group you will gain knowledge about incident response methodologies table top exercises red blue purple teams and how corporates around the world use these tools to decrease the risk and if necessary respond to security incidents if in the ir group you will learn how to use programming languages java python c++ and open source automation platforms ansible chef terraform to develop tailor made automation capabilities to customers using cisco application programming interfaces if in the soar group  who you are  youre actively pursuing a bachelor’s or master’s degree in computer science computer engineering or information systems or equivalent with software development skill set or interest in information security you have knowledge of it systems networking concepts tcp ip protocols network devices and applications osi 7 layer model or code development you have a desire and passion for information security and willingness to learn and teach yourself tough concepts you are able to work well in small dynamic teams and balance multiple responsibilities you have the ability and desire to work on collaborative teams across the us you possess excellent written and verbal skills  why cisco at cisco each person brings their unique talents to work as a team and make a difference  yes our technology changes the way the world works lives plays and learns but our edge comes from our people we connect everything – people process data and things – and we use those connections to change our world for the better we innovate everywhere  from launching a new era of networking that adapts learns and protects to building cisco services that accelerate businesses and business results our technology powers entertainment retail healthcare education and more – from smart cities to your everyday devices we benefit everyone  we do all of this while striving for a culture that empowers every person to be the difference at work and in our communities  we are cisco wearecisco where each person is unique but we bring our talents to work as a team and make a difference here’s how we do it we embrace digital and help our customers implement change in their digital businesses some may think we’re “old” 30 years strong! and only about hardware but we’re also a software company and a security company an ai machine learning company we even invented an intuitive network that adapts predicts learns and protects no other company can do what we do – you can’t put us in a box! but “digital transformation” is an empty buzz phrase without a culture that allows for innovation creativity and yes even failure if you learn from it  day to day we focus on the give and take we give our best we give our egos a break and we give of ourselves because giving back is built into our dna  we take accountability we take bold steps and we take difference to heart because without diversity of thought and a commitment to equality for all there is no moving forward so you have colorful hair? don’t care tattoos? show off your ink like polka dots? that’s cool ,,security and investigations,"['Computer Hardware', 'Computer Software', 'Computer Networking']",Full-time,['Information Technology'],https://www.linkedin.com/jobs/view/1869863426/?eBP=CwEAAAFyz5kxrLNSZD7qR3JKAjY6uMCjMoU6BQ-CWXyAIgrsH4j3WYobRCwd_P_OlEtcPmmUgLw9imGHHEVH1LFLbnBI8X19ncCNENZ8inzAwwP7K2T50dAZS9Gm-PDMVUsmYrsaZ1RVoLfOmpzTle1_X2LxEn-gYCu4bu5IkKeS4TWdjEiOGeBMJcKKwoLsHnsB31aVZfnZ4vNTyoq7kkYwLzphDezLjO-O4K1hVomDL8qcbI5GehDVbFOJH6q5OOFrMowKwB_vgOM2co56t9Z2vODKJ9-S5pW3tAG8KZ0w4xZ2PyY77-eAN_tLy5hRUhFdAhacFFX5ga35SbOS908KyYEjiQUWgi6_wvmfn_ZszexiX_uYLvM7zMgYKYyd7Em-YEommwtiusgo5Pga&recommendedFlavor=COMPANY_RECRUIT&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
106,5eed7c94f785fd1e0f04c98b,03:48.6,151,Security Manager,Paladin Consulting Inc.,"Irvine, CA, US",Posted 2 months ago,25,paladin consulting is currently hiring a security manager to join our team working onsite at our clients office located in irvine ca  we work with companies that offer environments for our employees to contribute learn and advance their career we treat you like you are part of the family  job titlesecurity manager work locationirvine ca duration long term contract job description  responsibilities provides technical and programmatic information assurance services to internal and external customers in support of network and information security systems designs develops and implements security requirements within an organizations business processes prepares documentation from information obtained from customer using accepted guidelines such as nist 800 171 prepares security test and evaluation plans provide certification and accreditation support in the development of security and contingency plans and conduct complex risk and vulnerability assessments analyzes policies and procedures against federal laws and regulations and provides recommendations for closing gaps develops and completes system security plans and contingency plans recommends system enhancements to improve security deficiencies develops tests and integrates computer and network security tools secures system configurations and installs security tools scans systems in order to determine compliancy and report results and evaluates products and various aspects of system administration conducts security program audits and develops solutions to lessen identified risks develop strategies to comply with privacy risk management and e authentication requirements provides information assurance support for the development and implementation of security architectures to meet new and evolving security requirements evaluates develops and enhances security requirements policy and tools provides assistance in computer incident investigations performs vulnerability assessments including development of risk mitigation strategies for more information or to view other opportunities visit us at www paladininc com  paladin is an eeoc employer ,Entry level,security and investigations,['Information Technology & Services'],Full-time,"['Other', 'Information Technology', 'Management']",https://www.linkedin.com/jobs/view/1852502860/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
107,5eed7c9bf785fd1e0f04c98c,03:55.9,152,"Threat Intelligence Specialist, AWS Security",Amazon Web Services (AWS),"Baltimore, MD, US",Posted 3 weeks ago,"Posted Date
Posted 3 weeks ago
Number of applicants
35 applicants",description the amazon web services aws threat mitigation program tmp is responsible for the identification and mitigation of threats within aws we leverage already existing education training programs technical pursuit of threats and intelligence from internal and external sources to implement the program and succeed at proactive identification and mitigation of threats the members of this team will be at the forefront of discretely deploying capabilities or personnel to clearly identify expertly assess reliably report and actively thwart emergent and current threat to our personnel customers our infrastructure and our business  the successful candidate must have previous experience specializing in complex counterintelligence investigations and threat analysis the selectee will be required to perform analysis of data threat information derived from various sources to develop actionable intelligence on threats additionally the selectee will need to maintain a deep understanding of today’s threat environment in all aws locations to incorporate those data points into analysis products candidates will be required to provide constant feedback to enhance capabilities and systems enabling improvement and overall effectiveness of the tmp  key responsibilities include perform deep dive analysis of multiple internal and external data sets to identify trends anomalies and activities indicative of threat create complete accurate and timely written analytic products for all customers business partners leadership identify deficiencies and challenges to drive security counterintelligence countermeasures within aws create quantitative feedback mechanisms to enable constant improvement enhancement of analytical capabilities and systems and drive automation build strong partnerships communicate collaborate with those who comprise the intelligence threat community with aws and amazon writ large produce metrics to measure our effectiveness and drive decisions this position can work out of herndon or arlington va as well as baltimore  basic qualifications 5 years of professional experience conducting security and counterintelligence investigations and or analysis enabling successful results mitigating or substantiating threats knowledge of threat landscape working knowledge of link analysis tools preferred qualifications experience with analysis platforms to organize and search large amounts of data proven success in rapid but accurate assimilation of threat data compiled with suspicious activity used to substantiate or mitigate potential threats professional experience conducting security and counterintelligence investigations and or analysis excellent communication skills written and verbal which will be used to brief and provide documents to leadership on threat and intelligence findings ability to earn trust and work independently collaboratively and cooperatively with business partners to understand and address their business needs meets exceeds amazon’s leadership principles requirements for this role meets exceeds amazon’s functional technical depth and complexity for this role amazon is committed to a diverse and inclusive workplace amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation protected veteran status disability age or other legally protected status for individuals with disabilities who would like to request an accommodation please visit https www amazon jobs en disability us  company  amazon dev center u s  inc job id a1104956,,security and investigations,"['Computer Software', 'Information Technology & Services', 'Internet']",Full-time,"['Quality Assurance', 'Information Technology', 'Engineering']",https://www.linkedin.com/jobs/view/1835835869/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
108,5eed7ca2f785fd1e0f04c98d,04:02.4,153,Security Officer,"Alutiiq, LLC","Detroit, MI, US",Posted 5 months ago,25,job description job corps’ mission is to assist eligible youth to connect to the labor force by providing comprehensive and integrated academic career technical workforce preparation and independent living skills and support services leading to successful careers in in demand industry sectors or occupations or the armed services that will result in economic self sufficiency and opportunities for advancement enrollment in postsecondary education including an apprenticeship program leading to long term attachment to the labor force and responsible citizenship   protects and ensures the welfare of students staff facilities grounds and equipment assists drivers in transporting student to and from off center appointments and other destinations as assigned   required skills education and experience high school diploma or ged associates degree preferred  certifications licenses registrations valid state driver’s license cdl class b with passenger endorsement preferred  physical demands the physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions while performing the duties of this job the employee is regularly required to talk and listen sit stand and walk to reach with hands arms as well as use hands to finger handle or feel to taste and smell the employee must be able to lift and or move up to 50 pounds specific vision capabilities required by this job include close distance and peripheral vision  language skills ability to read analyze and interpret general business periodicals professional journals technical procedures and government regulations ability to write reports business correspondence and procedure manuals ability to effectively present information and respond to questions from groups of managers clients customers and the general public  reasoning ability ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists ability to interpret a variety of instructions furnished in written oral diagram or schedule form  work environment the work environment characteristics described here are representative of what employee encounters while performing the essential functions of this job reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions while performing the duties of this job the employee is occasionally exposed to outdoor weather conditions the noise level can vary from moderate to loud ,Entry level,security and investigations,"['Construction', 'Information Technology & Services', 'Hospital & Health Care']",,"['', '', '']",https://www.linkedin.com/jobs/view/1701319048/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
109,5eed7cb0f785fd1e0f04c98f,04:16.7,155,Anti Money Laundering Analyst,General Dynamics Information Technology,"Reston, VA, US",Posted Date,25,job description general dynamics information technology gdit has an immediate opportunity for a sr intelligence analyst anti money laundering aml analyst  scope resources will be supporting homeland security investigation’s hsi third party money laundering financial crimes task force 3pml tf  this unit reviews financial data collects financial records both internal and external researches tools and technologies and conducts online investigations into black market dark web activities      this program only accepts us citizens and or green card holders the security clearance for this program requires the selected candidate to have resided in the us for the past five years the selected candidate cannot have left the country for longer than 90 consecutive days and no more than 180 cumulative days  homeland security intelligence state and local government and commercial sectors with approximately 36 000 professionals worldwide the company opportunityowned gditcareers gditlife wearegdit   40  less than 10  telecommuting not allowed usa va reston we are gdit the people supporting some of the most complex government defense and intelligence projects across the country we deliver bringing the expertise needed to understand and advance critical missions we transform shifting the ways clients invest in integrate and innovate technology solutions we ensure today is safe and tomorrow is smarter we are there on the ground beside our clients in the lab and everywhere in between offering the technology transformations strategy and mission services needed to get the job done gdit is an equal opportunity affirmative action employer all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identity national origin disability or veteran status or any other protected class ,Entry level,security and investigations,"['Information Technology & Services', 'Computer Software', 'Financial Services']",,[''],https://www.linkedin.com/jobs/view/1913035188/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=COMPANY_RECRUIT&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
110,5eed7cb7f785fd1e0f04c990,04:23.2,156,Cyber Security Specialist,Fusion Cell,"Virginia, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
28 applicants",fusion cell bridges military veterans into great civilian careers and helps real companies find real experience  company information our client is an it engineering and program management consulting firm supporting clients throughout the united states and abroad their biggest customers are the air force and nasa  job title sr cyber security specialist,,security and investigations,,,,https://www.linkedin.com/jobs/view/1902457637/?eBP=CwEAAAFyz5kxrBgAOMYh-A8SK9BJnrBXhh2GQSNbebJDBjq8SNjVmqaUdnW8jcIg4vTiNxLXxizb6cWvPgM6FjktM1ySoY6oumlhcs8BK1OXhEMQoacbmjVw2MhSTNYOU5B4sGQJtExokM7jXghIoJ2pEwovwzYUXIsnDSSk3rZxyb0RIZWfNPZKC4_UZEjaggHLM14G0bunGfSJV_ZIqScSKuTcud88Gn11q99sH4JXfWYRBtzXUTeDyaAEkX4N5nA_ZOkYvcm3hJjv-kDcGa9R3tb5Wu_lI9tG3K_mg6PguGFWW_D27jg7xJlBfrBToasMv4wfFZgV4Ae0tc3NkbadDavmKKeYhwZ7prpB-LHPJJp18iAoU4T8Y5kLgaMNW2RDIh1GFJBRo7s7RQ&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
111,5eed7cbdf785fd1e0f04c991,04:29.7,157,Security Assessment Specialist - Entry #: 20-01851,"HireTalent Executive Search, Temporary Staffing, Recruiting & SOW","Highlands Ranch, CO, US",Posted 2 days ago,25,job description job title security assessment specialist  entry job location highlands ranch co job duration 1 year job description this role will support *** operations  infrastructure oi it security initiatives specifically the role will assist oi teams with investigating tracking reporting mitigating and where needed helping application technical contacts atcs resolve it security findings including technical security requirements tsrs  system vulnerabilities and security findings ,Entry level,security and investigations,"['Information Technology & Services', 'Accounting', 'Financial Services']",Contract,"['', '', '']",https://www.linkedin.com/jobs/view/1884850508/?eBP=CwEAAAFyz5kxrHhhUkUi-K0mwjrkWcyREzVfja5u0lR50PYY4_SD9Mb2omb8LAyCsY22QyqYOQIM0OKsUPYf1zihXMzrhykzU77LLAtUhVCoebzkOaEQDhiyQDN8x0qysZUJyARsDAV-pe1lOs4TYFSKBZW6aWkVWD6U1zbmv8nbb2fCpcNH44qG317be94ooEBkgLny_cTGZJ8K2TroSBz1M84AcAgvSZt1H1NdH6chm5StbRwtjIHKHBXgWmk-7-OikBE1cngYo09lqVuc0IzSUh9ARiCiOSvLNuEAIgHixCyY_kEW8kRdXYEATpPdRhDFZHiC3K36Nino6fBwTvFuudBFvRsCR9a2zyUD0nZm0GCRIsKsyGQNHafXAfbWjIuMpz3u9L-6KRA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
112,5eed7ccaf785fd1e0f04c993,04:43.0,159,Los Angeles Technology Consulting Data Security (Network Security Architecture) Manager,Protiviti,"Los Angeles, CA, US",Posted 1 week ago,25,at protiviti you make a positive impact on our clients the company and your community we hire creative curious people who like learning and growing every day we fuel your curiosity with challenging work talented colleagues and innovative learning resources at every level of our team we build leaders who have the ability to influence and achieve we value inclusion and encourage you to bring your whole self to work – all of your talents passions and priorities… all of the things that make you who you are    los angeles technology consulting data security network security architecture manager los angeles atlanta  peachtree rd chicago houston new york city   the protiviti career provides opportunity to learn inspire and advance within a collaborative and diverse company culture we hire curious people for whom learning is an everyday activity we fuel your curiosity with challenging work talented colleagues and creative learning resources at every level we champion leaders who influence and achieve results we encourage you to “bring your whole self to work” – all of your motivations passions priorities and commitments – as these things bring us closer to exceptional  thats living protiviti  we strive to recruit and hire the best talent and it does not stop there once you join us we promise to help you bring your career to life through exceptional work experiences a culture passionate about learning and development and a dedication to what matters to you  are you inspired to make a difference? then you have come to the right place   the los angeles office is seeking a security  privacy manager to join our growing team   managers partner with our clients to solve complex business problems and provide best in class advice and solutions managers strive to develop lasting relationships with client personnel and seek to further these relationships through quality product delivery the goal of the manager is to understand their client’s business and demonstrate technical competence in their solution and industry managers are developing contacts within the business community and serve as ambassadors of protiviti in the market    we travel throughout the month frequently based upon client requests commitments travel may include suburban regional or out of state locations  for all us  canada postings you may submit your application materials online or call 1 888 556 7420 for additional ways to apply protiviti is an equal opportunity employer m f disability veteran for positions located in san francisco ca protiviti will consider qualified applicants with criminal histories in a manner consistent with the requirements of the san francisco fair chance ordinance for positions located in los angeles ca robert half will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the los angeles fair chance initiative for hiring  ca pro los angeles,Mid-Senior level,security and investigations,['Management Consulting'],Full-time,[''],https://www.linkedin.com/jobs/view/1772312473/?eBP=CwEAAAFyz5kxrMwWHQpJ-C8Kda7tLgnIma9R1l-zbObyRxMS5g1Zk8Fr1aQ9A_B6TwQKxUjSSknKVLhInsup7CtjxWJjA9d5uujn7jgaTDxPz9UPuTKLNayZ402wrygHA9KKYh2jEqdGvX11BOE04mYwMwPRx2tbY5TXUmIeWkTGW_DMhpnrwdPPvkEvr_-zALmVoRoqp_pMgdJA_FmrWp5uSyQKmmOQGtpTGF6qhupqTgQPt7yuqeFwUaQAnFVv7JsaK3UFokJDp8Je7hh-JEWKpjR1I1jDNl3plfgsbVw9U32ppW8BtJM7SuXb-1s0AMScnuTYLGOZJzgqBSH9mLf1SMlq7LAe23tr5SqoVxt9jXvy6qtwbgrfaVAiIfK9JYMcs-e_QY2NVJAmH6fg&recommendedFlavor=COMPANY_RECRUIT&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
113,5eed7cd1f785fd1e0f04c994,04:49.6,160,CI Investigations Desk Officer,Booz Allen Hamilton,"Fort Belvoir, VA, US",Posted 2 weeks ago,25,job number r0082670 ci investigations desk officer key role review and analyze reporting and case files related to counterintelligence investigations and produce comprehensive analytical assessments perform in depth reviews to identify investigative gaps and operational opportunities conduct coordination across analytical elements throughout dod and with other ic agencies provide threat related data back to the client as it relates to investigations and operations conduct weekly monthly and quarterly operational briefings with government and dod customers    applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information ts sci clearance is required  we’re an eoe that empowers our people—no matter their race color religion sex gender identity sexual orientation national origin disability veteran status or other protected characteristic—to fearlessly drive change ,Entry level,security and investigations,"['Information Technology & Services', 'Defense & Space', 'Computer Software']",,[''],https://www.linkedin.com/jobs/view/1893332074/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=COMPANY_RECRUIT&refId=6827b778-dcfd-4204-8a2a-bbb781cf8e51&trk=flagship3_search_srp_jobs
