num,_id,scrape_time,job_id,job_title,employer_name,employer_location,posted_time,num_of_applicants,job_description,experience_level,industry,LinkedIn industry,employment_type,job_functions,url_link
45,5eeced59f785fd1e0f04b065,52:41.1,61,Human Resources Assistant,Perfect Timing Personnel Services,"Novato, California, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
94 applicants",human resources assistant nonprofit  temp  novato  to 28 50 hr  education based nonprofit in need of full time support in their human resources department in this role you will assist with general day to day human resources duties including keeping benefits up to date helping staff sign up onboarding offboarding and light recruiting  assignment commences immediately and is expected to last a month or longer possibility of going temp to hire  responsibilities maintain accurate records of employee benefits including reviewing enrollment forms for accuracy promptly processing additions changes and terminations from benefit programs provide benefit plan information to employees assist with onboarding and offboarding assist with recruiting  qualifications minimum of two to three years’ experience in human resources and or equivalent education training experience using hris system s excellent communication skills ability to maintain a high level of confidentiality,Associate,human resources,['Non-profit Organization Management'],Temporary,"['Administrative', 'Human Resources']",https://www.linkedin.com/jobs/view/1880426670/?eBP=CwEAAAFyzXAjYaRFkJeI4BBzMQjDI620S-G_Bcr4gTB-p44SsGYEzhpUeycnL3x77wgsdg1kZul_s1W60GzXG78U0C_HsXpm0DdeKfKRi7X4QZ6N2CrBTiQwowZ3Z5aTWcrNKg_RIohHtCz7qr9KoGBeoRGUV8GRyzyo1X5MY3c1NhUxqtuQ9-SzxmBvN_YJpqGRe1pB2rRpWhO_GC0eWqXFKY0kg7OY6WoizgxbRmzxIxXGeTnBsS18gB2LKqAKAH2qRvAdukojSwqrDGiCRCB7agq5MxDPSbJrrSY_rA3n9ofGnWBnHtJO_SQIgojfXbzyO37M4JvJSmN0ZIlwH-8S0Ev0lem7voF0bSH2ZtAMch0iMbt93cTqqat4-y4m4_RmdA0dZo8_2urXVRyU&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
46,5eeced5ff785fd1e0f04b066,52:47.6,62,Human Resources Intern,Titus Industrial,"Addison, Texas, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
144 applicants",titus is the modern supply chain for high quality industrial connections  recognized as the 2nd fastest growing company in texas titus serves the energy industrial and fire protection industries leading the field on quality safety  price  titus is searching for a part time hr intern 20 hours per week to assist in human resources and administrative management this person is extremely perceptive someone who can relate to individuals at all levels within the organization in this role you will be an invaluable member of the team making sure all employees are set up for success this role will be located at titus’s hq office in dallas tx and report to the hr manager ,,human resources,,,,https://www.linkedin.com/jobs/view/1869848306/?eBP=CwEAAAFyzXAjYVdF_RS7wkFn9DpaY7ah0DSaQja2FiTtGMN5ItJyWejAag7e7e_uqUIJk9SMnpVZ-lkraAmEve5CuUZ2FRnHGE3U-WLq4r4cKxnwVotIKOOj0g-9257tkTlnPpLOD-fIhrLwPOUszdQAex35iFz6zeIfODyI7zGp-iRhMNC-k4cEv7J8yvHURkkvxRrWL5HjHKU6NXQPxpoOEvIXQgp9r0JYgdBftxnZuqsSat3GdCwKGVAfCgodMZ2oI15q4d-2Yv5qFUjbNe_lQ83t-MSI4JJwzjgI9zS9a4Rzol7FFJLd_inJYgaGtenKK8nd4vaZHjQ8iBJb03owrrc9EyvS94IYJvdXN4Z7NaEBhQ8pal8TmJcdj1ANX2n0RoGFTeKeWmX_7Lw1&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
47,5eeced66f785fd1e0f04b067,52:54.1,63,People Operations Leader,Federal Reserve Bank of New York,,Posted 2 days ago,"Posted Date
Posted 2 days ago
Number of applicants
51 applicants",job description working at the federal reserve bank of new york positions you at the center of the financial world with a unique perspective on national and international markets and economies you will work in an environment with a diverse group of experienced professionals to foster and support the safety soundness and vitality of our economic and financial systems it is a challenge that demands the skills of a financial service professional and the intelligence of an academic—all combined with a passion for public service   the new york fed is searching for a people operations leader responsible for data  analytics hr information systems project management risk management and support operations to include pre employment payroll and contingency workers in this role you will develop best in class programs that attract and retain exceptional talent while promoting and advancing diversity  inclusion  the people operations group focuses on partnership with human resources and the bank to deliver services to support the life cycle of the bank’s workforce the group focuses continuously improving and innovating the services and support offered through strategic partnership with the bank and other teams in human resources  reporting directly to the chief human resources officer you will bring the capacity to lead change by informing influencing and inspiring others with passion and values about people inclusion engagement and culture you will model and set a tone of expectation with respect to collaborating with colleagues and others proactively relying heavily on the expertise and leadership of others across the bank and system to achieve shared accountability for desired outcomes        our organization offers benefits that are the best fit for you at every stage of your career      this is not necessarily an exhaustive list of all responsibilities duties performance standards or requirements efforts skills or working conditions associated with the job while this is intended to be an accurate reflection of the current job management reserves the right to revise the job or to require that other or different tasks be performed when circumstances change  federal reserve bank of new york  ny new york city  full time  regular  exempt  experienced  no  day job,Associate,human resources,"['Information Technology & Services', 'Banking', 'Financial Services']",Full-time,[''],https://www.linkedin.com/jobs/view/1908586490/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
48,5eeced6df785fd1e0f04b068,53:01.0,64,Head Of Operations - Human Resources,eva8,"Duarte, California, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
147 applicants",attention this is a mid senior level position with a budgeted base salary between 75 000 to 92 000 with the ability to bonus an additional 20  company overview  eva8 is a cutting edge human resources company on a mission to provide a healthy and happy workplace for all by educating employers implementing processes to grow those employers and match those employers to talent with shared passions what better place to start this mission than within our own company? although in start up phase our core values are engrained with our culture honesty  no matter what in everything we do and say trust  listening actively to exceed expectations accountability  take full ownership no excuses service  providing all persons both inside and outside of the company with incredible experiences growth  learn something every day happiness  love what you do do what you love  what we can do for you provide necessary tools to advance your career provide a safe environment to produce quality work enhance current professional strengths provide ongoing training and professional development ability to work across several industries and disruptive brands extras 100 major medical coverage bi annual performance reviews flexible working and remote schedule gym membership credit 10 pto days annually and 8 paid holidays dog friendly office environment  head of client services  we are looking for a diligent and analytical head of client services to oversee hr servicing for all of our clients and build strong client relationships  this is a full time position that will report directly to the ceo  qualities to succeed phr certification required ability to positively contribute to our healthy work culture ability to lead manage and account for the client services team strong work ethic  strong organizational skills proven experience in loas management strong working knowledge of benefits administration passionate about evolving the workplace and the company’s mission job scope client facing  leads hr audits for new and ongoing clients analyzes wage and salary reports and data to determine competitive compensation plan provide loas guidance to clients in respects to local and federal law  writes directives for clients’ company policies regarding equal employment opportunities compensation and employee benefits consults internal legal counsel to ensure that policies comply with federal and state law develops and maintains a project management system that meets client project deadlines  proactively identify areas of improvement for clients and develop solutions for challenges oversees the analysis maintenance and communication of records required by law or local governing bodies to clients consistently communicate all legal and law changes to clients and provide assistance for implementation identifies legal requirements and government reporting regulations affecting human resources functions and ensures policies procedures and reporting are in compliance studies legislation arbitration decisions and collective bargaining contracts to assess industry trends writes and delivers presentations to clients regarding services being provided  recruits interviews tests and selects employees to fill vacant client positions plans and conducts new employee orientation to foster positive attitude toward company goals coordinates client training in interviewing hiring terminations promotions performance review safety and sexual harassment advises management in appropriate resolution of employee relations issues  responds to client inquiries regarding policies procedures and programs assist clients in administering performance review program to ensure effectiveness compliance and equity within organization  assist clients in administering salary administration program to ensure compliance and equity within organization  internal collaborate with ceo in executing launch of new products and services research competitive advantages and hr trends compile and organize data to support decisions provides guidance to current operating staff in executing and completing projects provide weekly status reports of all current and upcoming projects represent the company by attending hr networking events,Mid-Senior level,human resources,['Human Resources'],Full-time,['Human Resources'],https://www.linkedin.com/jobs/view/1879778616/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
49,5eeced73f785fd1e0f04b069,53:07.5,65,"HR Assistant, Recruiting and Onboarding",Jobs Interviewing Now from HCS,"Los Angeles, CA, US",Posted 3 days ago,25,make a difference in human resources an exceptional health system needs to engage top talent to achieve its mission of providing world class healthcare that requires a world class human resources function and that’s what we’re delivering join us and make a difference every single day in service of this extraordinary work – excellence and innovation in patient care research and community service we’re enhancing our technology energizing organizational climate facilitating change and enabling talent the healthcare industry is challenging but cedars sinai human resources is pursuing outstanding service and support for a talented workforce inspired by those challenges engaged in their work and deft in their ability to adapt to the ever changing environment  under general supervision the hr assistant supports the assigned hr area s by providing administrative human resource support to hr department staff and or employees provide support to area through research of unit processes assisting with unit specific policies practices projects and guidelines may assist management with other administrative duties to ensure the smooth delivery of human resources services to clients      high school diploma required bachelors degree in business administration human resources or related field preferred  1 year administrative support or customer service experience preferably in human resources,Entry level,human resources,"['Research', 'Health, Wellness & Fitness', 'Hospital & Health Care']",,[''],https://www.linkedin.com/jobs/view/1908360719/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
50,5eeced7af785fd1e0f04b06a,53:14.9,66,Human Resources Generalist,Healthworks Insurance,"Chicago, Illinois, United States",Posted 3 days ago,"Posted Date
Posted 3 days ago
Number of applicants
192 applicants",unique opportunity to join a fast growing start up in the booming health insurance space healthworks needs a leader that who can create and build hr policies and procedures as well as recruit top talent  based in chicago at our office along the river and reporting directly to the ceo the human resources generalist will run the daily functions of the hr department including but not limited to recruiting payroll benefits and leave administration employee relations cultural engagement and day to day enforcement and management of company policies and procedures the person in this role will also serve as a business partner to leaders across the organization and will work with management to align business objectives with human resources strategy  as an hr generalist at healthworks a typical day might include the following recruiting opening requisitions sourcing candidates performing phone screens scheduling interviews and managing the offer extension process collaborating with departmental managers to understand skills and competencies required for openings conducting background checks and employee eligibility verifications running all new hire orientations and employee recognition programs performing routine tasks required to administer and execute human resource programs including but not limited to compensation benefits and leave disciplinary matters disputes and investigations performance and talent management productivity recognition and morale and learning and development support and maintain all processes and technology systems handling employment related inquiries from applicants employees and managers facilitating employee disciplinary meetings terminations and investigations partnering with leadership at all levels of the organization to provide hr consultation acting as a trusted advisor to both people managers and individual contributors serving as the administrator for all hr related online systems and databases maintains compliance with federal state and local employment laws and regulations and recommended best practices reviews policies and practices to maintain compliance partner with the accounting team to facilitate payroll processes support projects within the human resources team  to be successful in this position you must have bachelor’s degree in human resources business administration or related field required 2 to 5 years of hr experience demonstrated ability to maintain confidentiality and effectively handle highly sensitive and personal information with sound judgment tact and discretion strong interpersonal skills including conflict resolution skills mediation skills and the ability to handle difficult situations with diplomacy high energy level flexible with working hours to adapt to company business needs strong analytical skills has an ability to diagnose problems and identify and drive appropriate solutions excellent multi tasking and time management skills strong communication skills both verbal and written resourceful and well organized approach a service oriented attitude ability to deliver training sessions to employees if needed strong critical and creative thinking skills ,Mid-Senior level,human resources,['Insurance'],Full-time,['Human Resources'],https://www.linkedin.com/jobs/view/1882050784/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
51,5eeced81f785fd1e0f04b06b,53:21.2,67,Human Resources Assistant Recruiter,Chief Protective Systems,"Corona, CA, US",Posted 4 days ago,"Posted Date
Posted 4 days ago
Number of applicants
70 applicants",duties the qualified candidate will be responsible for the following duties including but not limited to we are currently seeking a reliable full time human resources assistant recruiter to join our team the successful candidate for this position must be able to multi task conduct general office tasks with strong written oral communication skills and the ability to work in a fast paced team environment with the ability to cultivate strong professional relationships with security officers and collaborate with management    we provide the following   qualified candidates are invited to apply ,Entry level,human resources,"['Construction', 'Security & Investigations', 'Government Administration']",,[''],https://www.linkedin.com/jobs/view/1906457830/?eBP=NotAvailableFromVoyagerAPI&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
52,5eeced87f785fd1e0f04b06c,53:27.7,68,INTERN - Human Resources,United Nations,"New York City, NY, US",Posted 4 weeks ago,25,org setting and reporting this position is located in the hr policy section office of human resources ohr  department of management strategy policy and compliance dmspc  https hr un org   the internship is for six months interns work full time  five days per week 35 hours under the supervision of a staff member in the team  the internship is unpaid and travel costs travel arrangements including visas and living accommodations are the responsibility of the intern   the intern will have the opportunity to work in different areas of the hr policy section interns will be assigned to specific projects based on individual backgrounds depending on the project duties may include but are not limited to competencies education to qualify for an internship with the united nations new york applicants must meet one of the following requirements interested candidates must be pursuing or pursued their degree in areas related to human resources law public or business administration management strategy or similar   work experience applicants are not required to have professional work experience however are encouraged to list all relevant work experiences in their application as well as interests skills and knowledge in the areas indicated in the job opening languages english and french are the working languages of the united nations secretariat fluency in spoken and written english is required for this internship knowledge of french is highly desirable knowledge of an additional un official language is an asset arabic chinese english french russian and spanish are the official languages of the un secretariat assessment potential candidates will be contacted by the hiring manager directly for further consideration special notice  a completed online application cover note and personal history profile is required incomplete applications will not be reviewed  in your online personal history profile php  be sure to include all past work experiences it skills and three references  due to the high volume of applications received only successful candidates will be contacted  interns are not financially remunerated by the united nations costs and arrangements for travel visas accommodation and living expenses are the responsibility of interns or their sponsoring institutions for internships in the united states of america interns who are not united states citizens permanent residents or not currently in the united states on a non immigrant visa status will be required to obtain a g 4 visa if already in the united states of america on another non immigrant visa status other than g 4 interns will be responsible for ensuring that they have a valid visa and if required employment authorization allowing them to undertake the internship  united nations considerations according to article 101 paragraph 3 of the charter of the united nations the paramount consideration in the employment of the staff is the necessity of securing the highest standards of efficiency competence and integrity candidates will not be considered for employment with the united nations if they have committed violations of international human rights law violations of international humanitarian law sexual exploitation sexual abuse or sexual harassment or if there are reasonable grounds to believe that they have been involved in the commission of any of these acts the term “sexual exploitation” means any actual or attempted abuse of a position of vulnerability differential power or trust for sexual purposes including but not limited to profiting monetarily socially or politically from the sexual exploitation of another the term “sexual abuse” means the actual or threatened physical intrusion of a sexual nature whether by force or under unequal or coercive conditions the term “sexual harassment” means any unwelcome conduct of a sexual nature that might reasonably be expected or be perceived to cause offence or humiliation when such conduct interferes with work is made a condition of employment or creates an intimidating hostile or offensive work environment and when the gravity of the conduct warrants the termination of the perpetrator’s working relationship candidates who have committed crimes other than minor traffic offences may not be considered for employment  due regard will be paid to the importance of recruiting the staff on as wide a geographical basis as possible the united nations places no restrictions on the eligibility of men and women to participate in any capacity and under conditions of equality in its principal and subsidiary organs the united nations secretariat is a non smoking environment  applicants are urged to follow carefully all instructions available in the online recruitment platform inspira for more detailed guidance applicants may refer to the manual for the applicant which can be accessed by clicking on “manuals” hyper link on the upper right side of the inspira account holder homepage  the evaluation of applicants will be conducted on the basis of the information submitted in the application according to the evaluation criteria of the job opening and the applicable internal legislations of the united nations including the charter of the united nations resolutions of the general assembly the staff regulations and rules administrative issuances and guidelines applicants must provide complete and accurate information pertaining to their personal profile and qualifications according to the instructions provided in inspira to be considered for the current job opening no amendment addition deletion revision or modification shall be made to applications that have been submitted candidates under serious consideration for selection will be subject to reference checks to verify the information provided in the application  job openings advertised on the careers portal will be removed at 1159 p m  new york time on the deadline date no fee the united nations does not charge a fee at any stage of the recruitment process application interview meeting processing or training  the united nations does not concern itself with information on applicants’ bank accounts ,Internship,human resources,"['Construction', 'Information Technology & Services', 'Government Administration']",,"['', '']",https://www.linkedin.com/jobs/view/1908175185/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=COMPANY_RECRUIT&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
53,5eeced8ef785fd1e0f04b06d,53:34.2,69,Human Resources Generalist,Dialog Direct,Remote,Posted 3 days ago,200,the human resource generalist serves as the functional leader for one or more key hr responsibilities with major focus on associate relations compliance training and other hr functions creates and supports retention initiatives by executing programs developed to improve associate morale satisfaction productivity and retention the hr generalist supports the administration of hr policies processes and procedures  key responsibilities,,human resources,"['', '']",,[''],https://www.linkedin.com/jobs/view/1907197442/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
54,5eeced94f785fd1e0f04b06e,53:40.8,70,Human Resources/Payroll Coordinator,Regional Express Inc.,"Atlanta, Georgia, United States",Posted Date,"NEW
Posted Date
Posted 16 hours ago
Number of applicants
56 applicants",regional express is a third party transportation company looking for an hr manager to manage all employee payroll benefits and files  job responsibilities responsible for all onboarding and payroll processing of 300 drivers employees record keeping of employee files and all documentation processing and handling any dot audits responsible for all employee benefits and insurance,,human resources,,,,https://www.linkedin.com/jobs/view/1888137698/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
55,5eeced9bf785fd1e0f04b06f,53:47.1,71,Human Resources Assistant,U.S. Department of Transportation,,Posted 4 days ago,"Posted Date
Posted 4 days ago
Number of applicants
98 applicants",* dutieshelpdutiessummarythe human resources assistant position is located in the compensation division and supports the compensation and performance management programs and reports to the manager of that division the incumbent will also provide occasional support to the workers compensation division both divisions are within the office of compensation benefits and worklife ahb of the office of human resources management ahr learn more about this agencyresponsibilitiesthe incumbent provides program support in administering the faa compensation and performance management programs he she performs a combination of routine multiple and varying assignments under the limited direction of management assists managers and other employees in day to day operations and may act as a lead for other support staff to coordinate multiple assignments applies experience and advanced knowledge to plan and perform administrative assignments for projects programs he she has working knowledge of faas compensation and performance management programs including relevant regulations policies and procedures assignments include but are not limited to creating and running reports from the performance management system s  performing administrative functions within the performance management system s such as moving forms and employees from one manager to another maintaining contact with lob so admins to assist users with the use of the performance management technology prepare correspondence and provides other communication explanation of policies provide other support functions as needed to ensure compliance with regulatory requirements and operational metrics assist in conducting audits of performance plans and preparing reports of data conducts the full range of administrative tasks including photocopying creating files for manager scheduling meetings booking travel and other support functions as requested track work processes prioritize work to complete multiple tasks to help in meeting deadlines demonstrates considerable independence in planning time and coordinates only as needed with a manager or more experienced employee to prioritize assignments and use assigned resources often helps others plan and identify resources to accomplish projects programs tasks contacts are typically internal with a wide variety of customers provides information and or assistance with records and reporting related issues provide professional timely and responsive customer service on administrative matters and identify refer more complex matters to senior members of the team established policies procedures provide framework for completing most assignments but discretion is allowed in selecting the best approach for accomplishing work activities or projects resolves most problems and work issues without the assistance of a manager or more experienced employee identifies and informs managers and or other employees of problems issues that require their attention and helps them develop and recommend solutions provides guidance to lower level support staff members for handling routine problems and issues work is reviewed periodically typically through status reports and at completion to ensure policy compliance and alignment with the requirements of projects and or work activities work activities support multiple projects programs and contribute to the objectives of the organizational units and major subdivisions travel requiredoccasional travel  the job may require travel from time to time but not on a regular basis the travel may be for training or other work related duties supervisory statusnopromotion potentialna* job family series 0203 human resources assistance* requirementshelprequirementsconditions of employment* us citizenship is required * selective service registration is required for males born after 12 31 1959 * must submit an sf50 see required documents qualificationscandidates must have one year 52 weeks of specialized experience equivalent to at least the next lower grade pay band level fg gs 7 8 or fv e that is typically related to the line of work of the position to be filled and which has equipped the applicant with the particular knowledge skills and abilities to successfully perform the duties of the position to be creditable specialized experience must have been at least equivalent to the next lower level in the normal line of progression for the occupation in the organization specialized experience is defined as* experience providing professional timely and responsive customer service on administrative matters and identify refer more complex matters to senior members of the team and* experience conducting a full range of administrative tasks such as photocopying creating scheduling meetings booking travel and other support functions as requested and* experience with microsoft office suite excel powerpoint word you should include relevant examples of the specialized experience in your work history errors or omissions may impact your rating or may result in you not being considered eligible applicants meeting the minimum qualification requirements and or selective placement factor s  spf may be further evaluated on the knowledge skills and abilities ksa and or quality ranking factor qrf listed in the announcement based on this evaluation applicants will be placed in one of the following categories 1 score order 2 category grouping or 3 alphabetical and referred to the selecting official for selection consideration answer all questions to the best of your ability do not assume that because you hold or have held this position you will automatically be found eligible you may be asked to provide evidence or documentation that you have this type of experience later in the selection process your responses are subject to verification through job interviews or any other information obtained during the application process any exaggeration of your experience or any attempt to conceal information can result in disqualification * applicants who fail to demonstrate possession of any of the above criteria and who do not provide the required documentation will receive no further consideration for this position *applicants may be asked to verify information on your application for employment with the faa all qualification requirements must be met by the closing date of this vacancy announcement educationeducation cannot be substituted for experience preview job questionnairemake sure your resume includes detailed information to support your qualifications and answers to the job questionnaire ,Entry level,human resources,['Human Resources'],Full-time,[''],https://www.linkedin.com/jobs/view/1906174914/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=COMPANY_RECRUIT&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
56,5eeceda1f785fd1e0f04b070,53:53.6,72,Human Resources Generalist,Anonymous,Detroit Metropolitan Area,Posted Date,"NEW
Posted Date
Posted 23 hours ago
Number of applicants
103 applicants",the ideal candidate will be a versatile team player responsible for responsible for the completion of a variety of hr administrative tasks under the direction of the hr manager these tasks include payroll processing administering total rewards documentation recruiting assistance communication and information distribution event planning and all other duties assigned  responsibilities ·    assists in workers compensation,,human resources,[''],,"['', '', '']",https://www.linkedin.com/jobs/view/1911555043/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=cd23a0da-b56d-4ffc-92d7-e15c63d75695&trk=flagship3_search_srp_jobs
57,5eeceda7f785fd1e0f04b071,54:00.0,73,Human Resources Generalist,SWM International,,Posted 2 days ago,25,at swm we are focused on helping our customers succeed it’s our mission and our passion  we are proud to serve customers who make a world of difference in the markets they operate in and the products they improve every day our papers films nets  nonwovens are used in a diverse range of applications and industries around the world  we are problem solvers innovators and manufacturing experts ,,human resources,,,,https://www.linkedin.com/jobs/view/1882711466/?eBP=CwEAAAFyzXBUmFEtgE6kmqpvzIGwfiqCBTyclzsdISaY5tbocPWwYBZRuaBzX55g2KkqlzZAWNgcsGY5ry-QRVI18RTTWhoVP6FDXo6y-g33aV6_0vDu7uCYCMVG5EYnbRd_338Aw_Es5_tpHPpy5T0i09Jw_4Ta_KwnYisArYkAHVaj62jKjf5gBSdbBjGq9IKCFdcJWVYQe2XVJpXDOpdpdGL4OSEfVQqCqo_Xu2GNGvvRpuk5kBSa3JeWgnUswcmnStJAzXF7tyC-syNB2d5h6nolg4r6ceOrbAjFd2QOneGPW8OD0ncokvqmtFR84cVNELeKcggZ_65bU4rw_JAWuvgJhdxVle9OxoXDs_APpWQlGe8rPh3HH9lfupZ6LnGzQ6eaSlbomon6Aw&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=17bbb3ae-5f15-404d-836b-1254247c30b6&trk=flagship3_search_srp_jobs
58,5eecedaef785fd1e0f04b072,54:06.5,74,Associate Director of Human Resources - Behavioral Healthcare,Clearview Treatment Programs,"Los Angeles County, California, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
55 applicants",the associate director of human resources is responsible for all human resource functions for highly specialized behavioral health treatment center duties include recruitment on boarding employee relations salary and wage administration training and development benefits administration and regulatory compliance this position is the primary source of internal customer service providing guidance and information to employees interns and contractors regarding regulations and policies additionally this position is responsible for ensuring staffing levels are maintained and meet all program needs and legal regulatory requirements ,,human resources,[''],,"['', '', '']",https://www.linkedin.com/jobs/view/1901010451/?eBP=CwEAAAFyzXBUmDACUHluckSUcoXiO8fX6iXSbY3IibV4RupjYcIIQ_Jm-mOuOZh8ECarJ463d06eZv55eLP9zocyN1JB2lczytwzmQ1Zn85I949pA6kD37vcX6tnmzkYOYN7PiJV-a64cWwTDhF2x9vbk7lQYpGmaQJ_FqWaiN6337FjLZYFVRZcQx13B_o4p99IT4DXS-9o_RcZ2z9Q5w3yADube0t4NyxQGIHlvOfGsR43nfP1JNeCy2sBIkyfJjMSgQxVbGwi8b-Jgo2BNXB7s1kNHKz4Ib-xt80NmYNSVr64bzXtWOaGBidyzMvUJAl9GUBYmLLTXPgDI1IIZF08eDf-xFTPRW4elPSmy2_LA5z0vg-7FnXOUbAM_tyifcUnZJiNhF4-EpgwqzY7&refId=17bbb3ae-5f15-404d-836b-1254247c30b6&trk=flagship3_search_srp_jobs
59,5eecedb5f785fd1e0f04b073,54:13.1,75,Human Resources Assistant,North Bridge Staffing Group,Greater Chicago Area,Posted 4 days ago,200,a consumer goods company headquartered in chicago is building up a new department within their human resources unit and they are looking for detail oriented organized human resources professionals to help with employee relations maintain the hris system update and audit personell and vendor files contracts as well as other human resources related tasks  extensive database and or employee relations experience is required this department will be supporting a workforce of 13k 14k employees attention to detail is key a postive attitude abilibty to work as a team and multi task are required ,,human resources,[''],,"['', '', '']",https://www.linkedin.com/jobs/view/1875631240/?eBP=CwEAAAFyzXBUmDTpfrMZ4KnMBZgUd5iDwx4FrzyBUrA-rZj1c6EcFvQG_imGOyrYsoCbkmJX6I7wV7C2wB4BPq-0Q4-AvWFxXkQzpmDlVmaFki465kxB7msJP1g1JuCheX9gzuvGh9Zs0uXzTFSuMzZg-ffLZ0VG_X8QTtafh_zmcx6ojBM48_zzKR861FO88ORgmZGkgul5HbwIkOsRFi0sOsbcF2w3J9wYKus82JLrK5jWtF0EJtcJJ0e_3ANGu_O_IXyn2lRXyphi3wYgCQJDApMUMBHeqj0bbf-5UuuYrrEN6m0cFQ2lHiKCzY8Rt94Q6us3sv3d40nl67y7lvBThVGxhRf8NcbOU1u3tK7kBoqxmeCn79g7oFEIpNkiysdiK8x_t62QS2RB_L1t&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=17bbb3ae-5f15-404d-836b-1254247c30b6&trk=flagship3_search_srp_jobs
60,5eecedd1f785fd1e0f04b074,54:41.7,77,Human Resources Assistant - Downtown (Honolulu),Territorial Savings Bank,,Posted 1 month ago,25,do you enjoy interacting with people and are looking for a rewarding career opportunity in a growing banking industry? if so then our human resources assistant position may be right for you,Entry level,human resources,['Human Resources'],Full-time,['Human Resources'],https://www.linkedin.com/jobs/view/1905543505/?eBP=NotAvailableFromVoyagerAPI&refId=17bbb3ae-5f15-404d-836b-1254247c30b6&trk=flagship3_search_srp_jobs
61,5eecedd8f785fd1e0f04b075,54:49.0,78,Human Resources Coordinator,Customer Service,"Philadelphia, PA, US",Posted 5 days ago,"Posted Date
Posted 5 days ago
Number of applicants
142 applicants",we are seeking a human resources coordinator to join our team you will perform activities in human resources from recruiting new hires to retaining existing hires  responsibilities screen recruit and interview potential employees on board and train new employees implement company culture values and policies provide management with requested reports and documents coordinate events focused on employee recognition accurately maintain employee files qualifications previous experience in human resources recruiting or other related fields knowledge of labor and employment laws ability to build rapport with all employees strong organizational skills excellent written and verbal communication skills,Entry level,human resources,"['Construction', 'Marketing & Advertising', 'Non-profit Organization Management']",Full-time,['Human Resources'],https://www.linkedin.com/jobs/view/1905605374/?eBP=NotAvailableFromVoyagerAPI&refId=17bbb3ae-5f15-404d-836b-1254247c30b6&trk=flagship3_search_srp_jobs
62,5eeceddff785fd1e0f04b076,54:55.4,79,Human Resources Payroll Administrator,Intelliloan,"Costa Mesa, California, United States",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
104 applicants",*this is not a remote opportunity and is full time in the office intelliloan is a mortgage bank that has been established for over 26 years and we continue to thrive and grow we are currently looking for a payroll hr administrator to assist our hr manager with payroll and hr employee relations duties you will work in our beautiful costa mesa ca office with many amenities and company perks this is a fantastic opportunity to join a company committed to organizational and individual growth we promote from within and give you opportunity to advance your skill set ,,human resources,[''],,[''],https://www.linkedin.com/jobs/view/1879723215/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=17bbb3ae-5f15-404d-836b-1254247c30b6&trk=flagship3_search_srp_jobs
