num,_id,scrape_time,job_id,job_title,employer_name,employer_location,posted_time,num_of_applicants,job_description,experience_level,industry,LinkedIn industry,employment_type,job_functions,url_link
11,5eed19b0f785fd1e0f04b828,01:52.7,11,Graphic Designer,Solomon Page,"Los Angeles, California, United States",Posted 1 week ago,200, our client a leader in the entertainment industry is searching for a graphic designer in this role you will be working under the supervision of the global marketing team you will oversee updating graphic elements and end cards to various languages update social artwork sizes and versions  hours 9 6pm 6 month contract       ,,design and graphic design,[''],,"['', '']",https://www.linkedin.com/jobs/view/1901375607/?eBP=CwEAAAFyzcfCG92FlTne8JVYnys75srmt8-vN3_JGIzCYrxV7p4TiuIOcsFSGwzvrtFfZDEvzzZskZvJ0N2tTtZDkb7FyIFoBxwd9xhsPPPm2a_vYwm787LslwybGohnCaU1vfvwGgdEKNXaof7vGRzvXm84hATxkyNvmH_8YUvopV_eZPRcJxnVrnva2s1NkYe4GEHBKhDgwS-v5vmwAcPqO9nevijiR_g7BCGgwWWzIAMCTGd3ymntAsSIXGzbKEnJhG9K0I5_0mRuVlHBAwC4AXmA6YGBPw5drYba7052vqMyGoxhjsfZKd7UFoyRQkAJuzpZLzoCBzim2m4eTybtJRyNnEW8p-fuC867fbRBmd-ooFyJWQsTRdoI1Q1xobkZXGAy0sPcFVYsgqbJ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
12,5eed19b7f785fd1e0f04b829,01:59.2,12,Graphic Designer / Visual Designer,WinCorp Solutions,"Los Angeles, California, United States",Posted 4 weeks ago,200,wincorp solutions is seeking a graphic designer  visual designer to serve as a consultant for our client a globally recognized financial services and investment management company this position is located in the los angeles ca area and will be a 6 month contract position with benefits and full time w 2 employee  we provide dynamic enterprise client project engagements and have a focus on consultant care our philosophy is it is not just about clients but respect for our key assets our people ,,design and graphic design,"['', '', '']",,"['', '', '']",https://www.linkedin.com/jobs/view/1871222754/?eBP=CwEAAAFyzcfCG9dlgqO9AmBFearK4ESKRvdzpGA_uSr08C6VWA_BvyF5EeUmphsTcvHkS_DNLLTJU2eQoZF7fMtMcrfOdkyPz1Hyr5oOM4MgExf3mZve5JNz1oYoXub7QXrIbMlI-IhttyZ7X-YyLlgsE9zCMdWbpfcBji4Njnqy5ClR4WOYDN3PqaokG4trLyuIOGMmyTirUr68W6dddkxsQl4QpDHHqOuDNgkuOz5kus0VQMlpxX1Ke1_t8SZhhuEnHOngF3Fd1DRKDOLOcC4g5G7zl4kPE2JqQgknpYIbdOh5Xc6dNXZkYfiAdXLSx1LVPG4_Nx_8YNda1ltgRA76zlO3h0XWqWJo6DTSe-gK5b0D52sSu7sxwiN6MSgeSDAsnbsCcH4aQnnn2w&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
13,5eed19c5f785fd1e0f04b82b,02:13.4,14,Production Designer,Aquent Studios,"Los Angeles, California, United States",Posted 2 days ago,"Posted Date
Posted 2 days ago
Number of applicants
79 applicants",our client a leading software company that offers an award winning working environment is seeking a production designer for a long term salaried engagement through aquent studios there is great potential for longevity in this role and potential for upward mobility as well  the production designer will provide graphic production design with a particular focus on signage print design as well resizing assets for social media ooh and airport environments a well balanced background in both print and digital production will be a good fit candidates should have a strong design aesthetic and be able to provide layouts based on an existing look and feel often within existing templates an understanding of how to build files properly in consideration of resizing is critical ,,design and graphic design,,,,https://www.linkedin.com/jobs/view/1884871152/?eBP=CwEAAAFyzcfCG_H89VOUtHUf7I4A6qcoYXjAIq1pcRboA5VasvCYi_G_hsuO7Tro0UX2pxqHATyfEG_R2XE-aBLfQ5aQIhyfVIHZriB72og7k99Ol4b2_i9wVWtsXvGh-oizDEGU-3aMQQylwh1IhW13G5U5iEnGYDJf8o7fOCQe4ZtlGju56d-IpEDZCoxlDb0Jar6dAokBkja_Lh-Lkkp81cjwxjRJCReymBFHvcYkKbk5OZY_CMy4u7oBOFnzfQG2gQQyx4u61I5_2m5r1TaFaHGi2S9SL_w3JNncuiCkDnosaQBbH5FfWlNXrnSqUUIj04LhKFoxL2GxqYNEFjLt0srhydotBR6Xy03_lnitLvfFVmXaJjRNQz6Y7PJIXqOAmyBbPUjqDxS18rmc&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
14,5eed19d2f785fd1e0f04b82d,02:26.4,16,Graphic Design Intern,AssuredPartners,"Hunt Valley, MD, US",Posted 1 week ago,"Posted Date
Posted 1 week ago
Number of applicants
46 applicants",overview job title graphic design intern department communications reports to director of communications flsa status non exempt summary ap benefit advisors is looking for an enthusiastic graphic design intern to develop new and update existing digital and print employee benefit communications these communications transform contractual and legislative documents into creatively designed materials in the form of guides newsletters wellness campaigns new hire and recruiting brochures posters and postcards ,Associate,design and graphic design,['Insurance'],Internship,"['', '', '']",https://www.linkedin.com/jobs/view/1863393191/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
15,5eed19d8f785fd1e0f04b82e,02:32.8,17,Product Designer,Fuel Cycle,,Posted Date,"NEW
Posted Date
Posted 19 hours ago
Number of applicants
73 applicants",fuel cycle is seeking a product designer to join our growing product team as a product designer at fuel cycle you’re responsible for creating incredible experiences that empower users help them fulfill objectives quickly and place fuel cycle at the center of their workflow as one of the members of the product team you’ll contribute to our strategic objectives on a regular basis and secure our position as one of the most trusted innovative platforms in market research success in this role is quantified by product adoption and by a strong bias toward shipping product early and often ,,design and graphic design,"['', '']",,"['', '', '']",https://www.linkedin.com/jobs/view/1887490975/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
16,5eed19dff785fd1e0f04b82f,02:39.4,18,Graphic Design Intern,Duet,"Los Angeles, California, United States",Posted 3 weeks ago,"Posted Date
Posted 3 weeks ago
Number of applicants
132 applicants",duet is looking for a self motivated and collaborative graphic designer intern to help strengthen the visual identity of our unique marketplace approach towards effective philanthropy you will play a central role in an agile nonprofit organization that is serious about using technology for social good we are excited to expand our marketing efforts across social media as well as guerrilla marketing strategies  this is a part time role but you will gain very real skills ,,design and graphic design,,,,https://www.linkedin.com/jobs/view/1875727625/?eBP=NotAvailableFromVoyagerAPI&recommendedFlavor=COMPANY_RECRUIT&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
17,5eed19e5f785fd1e0f04b830,02:45.9,19,Product Designer,FAIR.,"Santa Monica, CA, US",Posted 4 weeks ago,"Posted Date
Posted 4 weeks ago
Number of applicants
30 applicants",at fair product designers combine typography illustration iconography color and composition to help our users successfully navigate our product while engaging and inspiring them we are passionate about creating an exceptional experience that reflects our users feedback feelings and needs as a member of the design family you will have the chance to creatively solve complex problems while collaborating with teams throughout the company you report to the senior director of design in santa monica ca ,Entry level,design and graphic design,"['Computer Software', 'Internet', 'Financial Services']",Full-time,"['', '', '']",https://www.linkedin.com/jobs/view/1907605545/?eBP=NotAvailableFromVoyagerAPI&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
18,5eed19ecf785fd1e0f04b831,02:52.6,20,Brand Designer,,"10012, New York, New York, United States",Posted 2 days ago,"Posted Date
Posted 2 days ago
Number of applicants
146 applicants",recess studios recess studios is a full service creative studio based in portland or with offices in new york city we design and build immersive experiences developing and strengthening global brands through content and digital experiences and connecting our partners with their target consumer through 360 degree marketing campaigns our employees enjoy a flexible collaborative work environment that encourages people to push themselves and their thinking beyond our clients expectations   sr designer  art director  recess studios is looking to hire a talented brand designer with exceptional creative and organizational skills to help shape our work in all things print and digital in this role you will join a growing team and work with a passionate group of designers producers and account managers to bring robust graphic brand concepts to life  the candidate we’re looking for has solid agency studio or in house design experience collaborating within creative teams you have deep knowledge on how to distill a creative vision and can execute compelling graphic design work that aligns with brand ethos and goals you can communicate and execute effectively to turn ideas into action whether working alone or in a group  you live and breathe art and design keeping up with current trends but equally have a knowledge of the past and curiosity of the future knowledge of sneaker culture music and similar subcultures is preferred but not required    responsibilities partner with the account strategy and creative team to develop winning campaigns across social media experiential retail design and brand marketing bring ideas that shape creative development by being both a self starter and a collaborative team player manage your workload and deadlines with an understanding of project prioritization exhibit a strong work ethic doing what it takes to get the job done challenge yourself to grow by seeking learning opportunities both within recess and outside of recess communicate and collaborate with in house team off site employees and with clients assist in the management of projects in the brand design space be both a self starter and collaborative team player ability to both self initiate and collaborate on ideas and help direct creative development requirements excellent design and conceptual skills including typography color imagery composition systems structures visual hierarchy and or interface design master in adobe creative suite lead creative development for projects focusing on digital and print contribute coherent original designs and concepts within a fast paced environment mentor junior creative team members deep understanding of client needs and the motivations of target audiences that influence design strategy know where to find inspiration in daily life as well as in publications or online can both think big and obsess the details able to present work articulately through excellent verbal and written skills ability to quickly create and present creative ideas aligned with brand vision can follow projects throughout all stages of print production or online deployment impressive portfolio showcasing a range of design styles and diversity of imaginative projects experience  qualifications ma ba bfa or bs in design 5 years professional experience excellent organizational skills and high attention to detail  interested? please send us a link to your portfolio and let us know why you think you would be a great fit for our team ,Entry level,design and graphic design,,Full-time,"['Design', 'Art/Creative', 'Information Technology']",https://www.linkedin.com/jobs/view/1882083437/?eBP=JOB_SEARCH_ORGANIC&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
19,5eed19f3f785fd1e0f04b832,02:59.3,21,Web & Graphic Designer,Abbyson,"91367, Calabasas, California, United States",Posted 3 days ago,"Posted Date
Posted 3 days ago
Number of applicants
166 applicants",description abbyson living is seeking a graphic designer with expert experience in photoshop illustrator in design and other adobe design suite programs in both print and electronic media we are looking for someone who has strong conceptual thinking  design skills can bring graphic ideas to the table as well as take direction well from both written and spoken ideas and convert them seamlessly into image editing layouts and other designs the ideal candidate should have an intimate understanding of how to render  edit images of furniture photography especially in the e commerce sector to support our clients we work in a fast pace environment therefore the ideal candidate will be able to hit the ground running as we bring on new clients and projects applicants with experience working in a fast pace environment with the ability to think on their feet efficiently and leading a creative team will be given prime consideration ,,design and graphic design,,,,https://www.linkedin.com/jobs/view/1882781240/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
20,5eed19f9f785fd1e0f04b833,03:05.8,22,Graphic Designer,CA Creative,,Posted 2 days ago,200,ca creative is a forward thinking hands on social media and digital agency focused on growing brand identity and business by getting and holding attention in digital places  we are currently seeking a graphic designer to join our team full time  responsibilities provide design expertise and direction to the agency and its clients ,,design and graphic design,,,,https://www.linkedin.com/jobs/view/1884417333/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
21,5eed1a00f785fd1e0f04b834,03:12.3,23,Graphic Design Intern,AMERI,"Dallas, TX, US",Posted 2 days ago,25,ameri100 seeks a graphic design intern to work part time in its corporate headquarters in plano texas this is an entry level role reporting to the marketing manager and marketing director this role will work closely with the marketing team to create branded print and digital marketing pieces for the company including print and digital components the role will also have input into the look and feel of the corporate website  all candidates must be local to the dfw metroplex   ameri100 is a specialized sap® cloud digital and enterprise solutions company that provides sap services to customers worldwide headquartered in suwanee ga ameri100 has offices in the united states and canada and a global delivery center in india    ameri100 is committed to creating a diverse environment and is proud to be an equal opportunity employer all qualified applicants will receive consideration for employment without regard to race color religion gender gender identity sexual orientation national origin genetics disability age veteran status or any other status protected by federal state or local law  sdl2019 64,Internship,design and graphic design,"['Information Technology & Services', 'Staffing & Recruiting', 'Management Consulting']",,"['', '']",https://www.linkedin.com/jobs/view/1908480649/?eBP=NotAvailableFromVoyagerAPI&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
22,5eed1a07f785fd1e0f04b835,03:19.3,24,Graphic Designer,"Clear Cut Agency, Inc.","Los Angeles, California, United States",Posted 1 week ago,200,a beautiful high end contemporary sustainable los angeles based accessories company is looking for a graphic designer this is a full time in house role supporting all aspects of the brand including the website emails direct mail social media as well as general content creation   responsibilities create visual content for all facets of the brand including building strategy and direction behind the initiatives work with creative director to elevate branding across all media elements including instagram website and email as well as direct mail communications assist the creative director on creating on brand compelling creative digital experiences requirements minimum of 3 5 years of related experience bachelor’s or master’s degree in graphic design visual design art direction advertising or related field of study preferred visual design art direction background proficiency in illustrator indesign photoshop mac os and knowledge of microsoft office exceptional attention to detail and flexibility in meeting urgent requests portfolio with submission,Mid-Senior level,design and graphic design,['Apparel & Fashion'],Full-time,"['Design', 'Art/Creative', 'Marketing']",https://www.linkedin.com/jobs/view/1880945704/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=0efb7ded-8a72-4e8e-9f68-acdaeeb45720&trk=flagship3_search_srp_jobs
23,5eed1a0df785fd1e0f04b836,03:25.7,25,Graphic Designer,Ben Soleimani,"Los Angeles, California, United States",Posted 3 weeks ago,200,what you’ll do conceptualizes and develops innovative designs that maintain brand consistency ability to shoot photography dslr and conduct photo shoots develops projects from overall layout and production design for all branded assets create emails homepage banners blogs packaging presentations invitations and designs for e commerce and brick  mortar stores pop up shops website social store signage direct mail etc ,,design and graphic design,,,,https://www.linkedin.com/jobs/view/1875462704/?eBP=CwEAAAFyzcf1Jiv3CxD7sYOfXBFEEsceg4tGiF3THH-aGtkB7LHgN7a4ZuzIDU98YWNfjP1IyfWbIWOjce4WQnb8ozCJwAei8JLXizb5hxrzi6pp0S-VQrCMVudOPQs6uvSbefJT86kMDOeeMUdNoqPhBkKhOcHSvB_2KOQMWV2nGzKhVsGQ7726-_dyiBqaBx0aAyHqi8PlyBuF0fVPj4TZAIsFOvB0To8H_BlZdPvrd4Op8Gq2z4TbpmJaTV565f_lmHfxHemhAOMDfubuvQ4alb3r2v-wL-9tUoi0bceNrNWNLqb7hi0_jheYIEqSF4yprL_jc2QH26acLOO68clX0VL9XEHUs9tLBvrJrc_U_kZ65mLIKmJB1xDb0f2NhM3RlKCJNM_pQaD8moPL&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=6b5608b2-799d-46ea-826f-3bfb214daf0a&trk=flagship3_search_srp_jobs
24,5eed1a15f785fd1e0f04b837,03:33.3,26,Creative Designer,Peppercomm,,Posted 2 weeks ago,200,creative designer peppercomm is seeking a dynamic creative designer to join our team and bring a high level of thinking and innovative solutions to the team the designer will drive the design process for integrated public relations campaigns across both offline and online ensuring our clients’ vision comes to life you will translate concepts and ideas from our account teams and clients into design elements as a part of overall campaigns you will be responsible for ux ui design by creating user centered design solutions that are useful intuitive and visually appealing this includes all phases of the design process from conceptual design development e g design strategy to execution and implementation as part of this role the ideal candidate will also be able to act as an interactive designer with some front end developer responsibilities for website design  requirements bachelor degree in graphic design web design or similar minimum of 5 years in a graphic or web design role preferably at a pr agency platform code software process fireworks illustrator indesign photoshop and keynote wordpress cms corp site sharepoint intranet  working with lists and custom sharepoint js parsing form workflows php corp site only  html css javascript jquery sketch adobe photoshop illustrator git ssh or git client such as github desktop  sftp clients such as filezilla experience designing and executing brand visual elements across multiple mediums in web print interactive brand logo and package management design and social media assets as well as content such as infographics experience working with html email markup and templates in systems like mailchimp bananatag constant contact etc moderate level of front end coding abilities and animation capabilities must be proficient in using microsoft programs including powerpoint excel word and other software to create effective presentations ability to meet deadlines attention to detail to ensure consistency across brand assets experience working in fast paced project heavy environment self starter who is happy to work as part of a team able to give and receive constructive criticism around design ideas outstanding communication skills visually verbally and in writing ability to work well with communication professionals vendors and managers a “never quit” attitude and a great sense of humor **interested applicants should submit portfolio samples along with resume **,Mid-Senior level,design and graphic design,['Public Relations & Communications'],Full-time,"['Design', 'Art/Creative', 'Public Relations']",https://www.linkedin.com/jobs/view/1888479839/?eBP=CwEAAAFyzcf1Jh-jwaXC9pSVW8QEpDKx5YySsxxxH0A-59FeTqyuaXn4yM4EyBESP51hAKPKhkUYX5ro_1O6m-nw6ufIjIAVzNMWLLLLafSuiyH_5pFMlx4SvAZTRfjMqMGCc-wSsOvwgHcgL5g7lW8sdLUVo4_jkA4Jk0rt1LuZ2tqX5gcjKoXvFJ1wZrVBESAsOIe4InV8oy6XTsI3aUn36HIMHMDuguC8HFPjBsQlTlkuMf0HppqUhkX0FaSJ96NMhy3RLd0o8H6VNZsIIjN5vdg2-WET-iBVhWfMf-kOzlav7vPt7IFpmWeXWG3Q676UCY6h1IPzII4yJD2aN2RZPaMWjxaF7tv0XSMyb9hqO7HmjBF2-frmzAnf_eujWFw0OEUh8UNwLnI1dQ&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=6b5608b2-799d-46ea-826f-3bfb214daf0a&trk=flagship3_search_srp_jobs
