job_title,employer_location,job_description,industry,job_desc_count,masculine_counts,feminine_counts,mas_pron_counts,fem_pron_counts,sup_counts,mas_tot,fem_tot,mas_ratio,fem_ratio
Graphic Designer,"Los Angeles, California, United States",client leader entertainment industry searching graphic designer role working supervision global marketing team oversee updating graphic elements end cards various languages update social artwork sizes versions hours 9 6pm 6 month contract,design and graphic design,32,1,0,0,0,0,1,0,0.03125,0.0
Graphic Designer / Visual Designer,"Los Angeles, California, United States",wincorp solutions seeking graphic designer visual designer serve consultant client globally recognized financial services investment management company position located los angeles ca area 6 month contract position benefits full time w 2 employee provide dynamic enterprise client project engagements focus consultant care philosophy clients respect key assets people,design and graphic design,48,2,1,0,0,0,2,1,0.041666666666666664,0.020833333333333332
Production Designer,"Los Angeles, California, United States",client leading software company offers award winning working environment seeking production designer long term salaried engagement aquent studios great potential longevity role potential upward mobility well production designer provide graphic production design particular focus signage print design well resizing assets social media ooh airport environments well balanced background print digital production good fit candidates strong design aesthetic able provide layouts based existing look feel often within existing templates understanding build files properly consideration resizing critical,design and graphic design,75,2,3,0,0,0,2,3,0.02666666666666667,0.04
Graphic Design Intern,"Hunt Valley, MD, US",overview job title graphic design intern department communications reports director communications flsa status non exempt summary ap benefit advisors looking enthusiastic graphic design intern develop new update existing digital print employee benefit communications communications transform contractual legislative documents creatively designed materials form guides newsletters wellness campaigns new hire recruiting brochures posters postcards,design and graphic design,52,0,5,0,0,0,0,5,0.0,0.09615384615384616
Product Designer,,fuel cycle seeking product designer join growing product team product designer fuel cycle you’re responsible creating incredible experiences empower users help fulfill objectives quickly place fuel cycle center workflow one members product team you’ll contribute strategic objectives regular basis secure position one trusted innovative platforms market research success role quantified product adoption strong bias toward shipping product early often,design and graphic design,59,5,4,0,0,0,5,4,0.0847457627118644,0.06779661016949153
Graphic Design Intern,"Los Angeles, California, United States",duet looking self motivated collaborative graphic designer intern help strengthen visual identity unique marketplace approach towards effective philanthropy play central role agile nonprofit organization serious using technology social good excited expand marketing efforts across social media well guerrilla marketing strategies part time role gain real skills,design and graphic design,46,3,1,0,0,0,3,1,0.06521739130434782,0.021739130434782608
Product Designer,"Santa Monica, CA, US",fair product designers combine typography illustration iconography color composition help users successfully navigate product engaging inspiring passionate creating exceptional experience reflects users feedback feelings needs member design family chance creatively solve complex problems collaborating teams throughout company report senior director design santa monica ca,design and graphic design,44,1,4,0,0,0,1,4,0.022727272727272728,0.09090909090909091
Brand Designer,"10012, New York, New York, United States",recess studios recess studios full service creative studio based portland offices new york city design build immersive experiences developing strengthening global brands content digital experiences connecting partners target consumer 360 degree marketing campaigns employees enjoy flexible collaborative work environment encourages people push thinking beyond clients expectations sr designer art director recess studios looking hire talented brand designer exceptional creative organizational skills help shape work things print digital role join growing team work passionate group designers producers account managers bring robust graphic brand concepts life candidate we’re looking solid agency studio house design experience collaborating within creative teams deep knowledge distill creative vision execute compelling graphic design work aligns brand ethos goals communicate execute effectively turn ideas action whether working alone group live breathe art design keeping current trends equally knowledge past curiosity future knowledge sneaker culture music similar subcultures preferred required responsibilities partner account strategy creative team develop winning campaigns across social media experiential retail design brand marketing bring ideas shape creative development self starter collaborative team player manage workload deadlines understanding project prioritization exhibit strong work ethic takes get job done challenge grow seeking learning opportunities within recess outside recess communicate collaborate house team site employees clients assist management projects brand design space self starter collaborative team player ability self initiate collaborate ideas help direct creative development requirements excellent design conceptual skills including typography color imagery composition systems structures visual hierarchy interface design master adobe creative suite lead creative development projects focusing digital print contribute coherent original designs concepts within fast paced environment mentor junior creative team members deep understanding client needs motivations target audiences influence design strategy know find inspiration daily life well publications online think big obsess details able present work articulately excellent verbal written skills ability quickly create present creative ideas aligned brand vision follow projects throughout stages print production online deployment impressive portfolio showcasing range design styles diversity imaginative projects experience qualifications ba bfa bs design 5 years professional experience excellent organizational skills high attention detail interested? please send us link portfolio let us know think would great fit team,design and graphic design,345,11,22,0,0,2,13,22,0.03768115942028986,0.06376811594202898
Web & Graphic Designer,"91367, Calabasas, California, United States",description abbyson living seeking graphic designer expert experience photoshop illustrator design adobe design suite programs print electronic media looking someone strong conceptual thinking design skills bring graphic ideas table well take direction well written spoken ideas convert seamlessly image editing layouts designs ideal candidate intimate understanding render edit images furniture photography especially e commerce sector support clients work fast pace environment therefore ideal candidate able hit ground running bring new clients projects applicants experience working fast pace environment ability think feet efficiently leading creative team given prime consideration,design and graphic design,88,3,5,0,0,1,4,5,0.045454545454545456,0.056818181818181816
Graphic Designer,,ca creative forward thinking hands social media digital agency focused growing brand identity business getting holding attention digital places currently seeking graphic designer join team full time responsibilities provide design expertise direction agency clients,design and graphic design,34,1,2,0,0,0,1,2,0.029411764705882353,0.058823529411764705
Graphic Design Intern,"Dallas, TX, US",ameri100 seeks graphic design intern work part time corporate headquarters plano texas entry level role reporting marketing manager marketing director role work closely marketing team create branded print digital marketing pieces company including print digital components role also input look feel corporate website candidates must local dfw metroplex ameri100 specialized sap® cloud digital enterprise solutions company provides sap services customers worldwide headquartered suwanee ga ameri100 offices united states canada global delivery center india ameri100 committed creating diverse environment proud equal opportunity employer qualified applicants receive consideration employment without regard race color religion gender gender identity sexual orientation national origin genetics disability age veteran status status protected federal state local law sdl2019 64,design and graphic design,112,1,6,0,0,0,1,6,0.008928571428571428,0.05357142857142857
Graphic Designer,"Los Angeles, California, United States",beautiful high end contemporary sustainable los angeles based accessories company looking graphic designer full time house role supporting aspects brand including website emails direct mail social media well general content creation responsibilities create visual content facets brand including building strategy direction behind initiatives work creative director elevate branding across media elements including instagram website email well direct mail communications assist creative director creating brand compelling creative digital experiences requirements minimum 3 5 years related experience bachelor’s master’s degree graphic design visual design art direction advertising related field study preferred visual design art direction background proficiency illustrator indesign photoshop mac os knowledge microsoft office exceptional attention detail flexibility meeting urgent requests portfolio submission,design and graphic design,112,1,12,0,0,1,2,12,0.017857142857142856,0.10714285714285714
Graphic Designer,"Los Angeles, California, United States",you’ll conceptualizes develops innovative designs maintain brand consistency ability shoot photography dslr conduct photo shoots develops projects overall layout production design branded assets create emails homepage banners blogs packaging presentations invitations designs e commerce brick mortar stores pop shops website social store signage direct mail etc,design and graphic design,46,0,1,0,0,0,0,1,0.0,0.021739130434782608
Creative Designer,,creative designer peppercomm seeking dynamic creative designer join team bring high level thinking innovative solutions team designer drive design process integrated public relations campaigns across offline online ensuring clients’ vision comes life translate concepts ideas account teams clients design elements part overall campaigns responsible ux ui design creating user centered design solutions useful intuitive visually appealing includes phases design process conceptual design development e g design strategy execution implementation part role ideal candidate also able act interactive designer front end developer responsibilities website design requirements bachelor degree graphic design web design similar minimum 5 years graphic web design role preferably pr agency platform code software process fireworks illustrator indesign photoshop keynote wordpress cms corp site sharepoint intranet working lists custom sharepoint js parsing form workflows php corp site html css javascript jquery sketch adobe photoshop illustrator git ssh git client github desktop sftp clients filezilla experience designing executing brand visual elements across multiple mediums web print interactive brand logo package management design social media assets well content infographics experience working html email markup templates systems like mailchimp bananatag constant contact etc moderate level front end coding abilities animation capabilities must proficient using microsoft programs including powerpoint excel word software create effective presentations ability meet deadlines attention detail ensure consistency across brand assets experience working fast paced project heavy environment self starter happy work part team able give receive constructive criticism around design ideas outstanding communication skills visually verbally writing ability work well communication professionals vendors managers “never quit” attitude great sense humor **interested applicants submit portfolio samples along resume **,design and graphic design,260,5,12,0,0,1,6,12,0.023076923076923078,0.046153846153846156
Intern - Communications and Design,"New York City, NY, US",org setting reporting mission united nations department operational support dos help secretariat entities including peace operations departments offices succeed providing rapid effective efficient responsible support services core services include supply chain management operational human resources management health care management support uniformed capabilities support entities special situations information communications technology ict support unhq facility management office secretary general operational support provides direct executive management support dos leadership work covers dos strategy performance analytics well communication coordination external relations internship unpaid full time interns work five days per week 35 hours supervision support staff member except summer periods also consider part time internships interns work full members team pursue projects designed make significant difference dos opportunities learn united nations overall internship focuses communications design looking applicants experience graphic design working adobe creative suite e g indesign illustrator experience building websites competencies communication planning organizing technological awareness education seek candidates relevant coursework design web development strategic design management marketing information design public relations media studies journalism data visualization please note qualify internship united nations internship programme applicants must meet one following requirements work experience applicants united nations internship programme required professional work experience however field study closely related type internship applying required applicants must student bachelor’s final year master’s ph programme equivalent completed bachelors masters ph programme meet criteria? yes please indicate one attach current official proof educational institution effect application languages english french working languages united nations secretariat internship advertised fluency english required knowledge another official un language advantage assessment potential candidates contacted hiring manager directly consideration special notice recruit interns throughout year assignments least 3 months cover note please indicate would like start internship completed online application cover note personal history profile required incomplete applications reviewed online personal history profile sure include past work experiences skills three references due high volume applications received successful candidates contacted candidates internship positions required professional experience though advantage interests skills knowledge areas united nations considerations according article 101 paragraph 3 charter united nations paramount consideration employment staff necessity securing highest standards efficiency competence integrity candidates considered employment united nations committed violations international human rights law violations international humanitarian law sexual exploitation sexual abuse sexual harassment reasonable grounds believe involved commission acts term “sexual exploitation” means actual attempted abuse position vulnerability differential power trust sexual purposes including limited profiting monetarily socially politically sexual exploitation another term “sexual abuse” means actual threatened physical intrusion sexual nature whether force unequal coercive conditions term “sexual harassment” means unwelcome conduct sexual nature might reasonably expected perceived cause offence humiliation conduct interferes work made condition employment creates intimidating hostile offensive work environment gravity conduct warrants termination perpetrator’s working relationship candidates committed crimes minor traffic offences may considered employment due regard paid importance recruiting staff wide geographical basis possible united nations places restrictions eligibility men women participate capacity conditions equality principal subsidiary organs united nations secretariat non smoking environment applicants urged follow carefully instructions available online recruitment platform inspira detailed guidance applicants may refer manual applicant accessed clicking “manuals” hyper link upper right side inspira account holder homepage evaluation applicants conducted basis information submitted application according evaluation criteria job opening applicable internal legislations united nations including charter united nations resolutions general assembly staff regulations rules administrative issuances guidelines applicants must provide complete accurate information pertaining personal profile qualifications according instructions provided inspira considered current job opening amendment addition deletion revision modification shall made applications submitted candidates serious consideration selection subject reference checks verify information provided application job openings advertised careers portal removed 1159 p new york time deadline date fee united nations charge fee stage recruitment process application interview meeting processing training united nations concern information applicants’ bank accounts,design and graphic design,607,16,29,0,0,4,20,29,0.032948929159802305,0.047775947281713346
Concept Artist,,job description mission concept artist work directly art director art leads concept art team deliver following treyarch looking talented passionate concept artists open levels experience want work current future projects qualified candidates work alongside team world class concept artists worked one successful videogame franchises time ideal candidate excited creating immersive environments good understanding architecture well organic environments passionate videogames concept art strong portfolio come join team apply must complete online application applicants strong foundational drawing painting skills portfolio including anatomy proportions perspective rendering light form value composition storytelling color dynamic sketching looking portfolios strong focus realistic environmental concept art demonstrated proficiency traditional art skills digital painting 3d software treyarch award winning video game studio driven desire create epic gameplay experiences enjoyed many video game fans possible approach helped make studio behind call duty black ops series industry leading developer call duty® black ops call duty® black ops ii call duty® black ops iii studio’s recent release call duty® black ops 4 gone break industry records additionally treyarch birthplace fan favorite call duty’s zombies treyarch wholly owned activision publishing inc learn studio please visit us www treyarch com facebook www facebook com treyarch treyarch twitter,design and graphic design,194,6,4,0,0,0,6,4,0.030927835051546393,0.020618556701030927
Design Specialist - Experience Design,,hok currently seeking design specialist join experience design team los angeles design specialist responsible managing projects creating strategic design solutions wide variety project types market sectors responsibilities develops thoughtful strategic brand design solutions wide variety mediums applications understands target audiences’ cognitive cultural physical social environment lead planning executing design hok drug free workplace hok equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex age genetic information sexual orientation gender identity status protected veteran status qualified individual disability characteristic protected applicable federal state local law,design and graphic design,91,6,6,0,0,2,8,6,0.08791208791208792,0.06593406593406594
Graphic Design Intern,"New York, United States",nolie communications young nyc based digital marketing agency diverse portfolio clients across health wellness beauty industry seeking design savvy technically scrappy superstar responsible supporting team development marketing assets execution digital campaigns growing portfolio clients great opportunity gain experience digital marketing graphic design website management general marketing support fast paced dynamic startup environment,design and graphic design,52,0,5,0,0,0,0,5,0.0,0.09615384615384616
Product Designer,,wish designers trust instincts ship often early blend designs analytical thinking touch every aspect business engage multidisciplinary approach design simplicity products wish wish one world’s largest fastest growing e commerce companies wish transforming way world shops offering convenient personalized mobile shopping experience mission make affordable quality goods accessible everyone global scale bring together world class creative talent passion connecting relevant products global population team small nimble growing quickly design release new features rapid pace ensure designers make impact immediately designer opportunity work number individual projects scratch finish we’re looking experienced designers passionate serving often neglected demographic lower income value conscious consumers designing better experiences sellers designers team touch every dimension seller experience influential voice determining future business design strategy wish challenged leadership disrupt existing work processes thriving business models envision build future affordable shopping founded 2010 headquartered san francisco wish leading e commerce platform putting digital shopping mall affordable goods directly pockets consumers worldwide wish employs big data principles machine learning state art search technologies create highly visual entertaining personalized browsing experience user company leverages global network direct suppliers providing access top quality affordable products anyone smartphone 2018 wish 80 million monthly active users one million merchants sells nearly 1 billion products annually information company download wish mobile app please visit www wish com wish com careers follow wishshopping twitter facebook instagram wish la lakers wish blog ceo discusses wish recruiting video wish careers instagram wish values diversity committed creating inclusive work environment provide equal employment opportunity applicants employees discriminate based legally protected class characteristic employment decisions made based qualifications merit business needs need assistance accommodation due disability please let recruiter know job positions san francisco ca locations required consider employment qualified applicants arrest conviction records individuals applying positions wish including california residents see privacy policy,design and graphic design,296,11,7,0,0,0,11,7,0.037162162162162164,0.02364864864864865
Graphic Design Intern,,opportunities experience graphic design intern invaluable intern assist nawrb senior graphic designer web development social media design design email outreach photography video editing plus must experience graphic design programs adobe indesign photoshop illustrator,design and graphic design,33,0,0,0,0,0,0,0,0.0,0.0
Graphic Design Intern,"Ann Arbor, Michigan, United States",listing internal position innovative prophets assisting graphic design efforts 10 clients worldwide startup agency cant offer salary however structure position entirely performance commission based get precisely much put position remote time work home anywhere else! responsibilities produce graphic content including limited graphic images videos animations etc weekly basis sometimes daily basis depending current needs company implement creative vision skills work want hire self starters always keep ideas flowing qualifications currently enrolled undergraduate graduate degree program accredited college university superb written oral communication skills strong time management organizational skills 1 years experience graphic design marketing related field professional experience platforms webflow weebly wix canva adobe creative suite google drive etc required demonstrated work ethic enthusiasm company well role apply today! looking hire immediately,design and graphic design,122,3,6,0,0,1,4,6,0.03278688524590164,0.04918032786885246
"Head of Artist Design, Amazon Music","Santa Monica, CA, US",description amazon music looking talented passionate head artist design play vital role shaping future music envisioning designing building collaborations 360 partnership programs artists — ones bring opportunities assets amazon bear order grow unlock artists’ musician’s careers entrepreneurial identities ideal candidate led design teams past successfully built brand collaborations created halo partners involved led innovative new ways thinking building businesses involved must critical inventive thinker clear design chops covering diverse range design work must think like entrepreneur able pitch find comfort big rooms impressive creative business people yet also able kindly empathetically work motivate teams agencies bring pitch life must also think like effective thoughtful house manager leader seeing patterns work translating successful projects scalable repeatable programs could nimbly tailored translated new contexts team continuously explore additional new emerging options add mix amazon com services llc job id a1061451,design and graphic design,138,3,5,0,0,0,3,5,0.021739130434782608,0.036231884057971016
Web and Graphics Designer,"Newport Beach, California, United States",newport beach based pharmaceutical company seeks experienced web graphics designer position full time office monday friday office based near john wayne airport telecommuting available covid 19 crisis minimized office meetings following strict social distancing sanitation protocols ideal candidate strong knowledge web design graphic design corporate setting able maintain consistent brand image quickly translating team requirements sophisticated beautiful brand landing pages fully developed web sites external communications pieces projects digital require print design skills,design and graphic design,73,1,2,0,0,0,1,2,0.0136986301369863,0.0273972602739726
Graphic Designer,"Manhattan Beach, California",tone seeking graphic designer join growing creative team graphic designer creating engaging forward thinking digital work growing womens fitness nutrition lifestyle community youll handle projects initial briefing completion collaborate multiple stakeholders along way ideally youre great designer great ideas love problem solving hunger always continue learning responsibilities responsible concepting collaboratively designing strong effective ideas responsive design websites mobile apps landing pages store assets social posts emails take input marketing technology e commerce stakeholders develop deep understanding users’ behaviors needs translate findings emotionally engaging work help creative along side president digital youll work accomplish objectives protecting visual identity brand design quality ensure aesthetically consistent top notch visual output giving receiving constructive criticism positive open manner youll stay current existing emerging technologies relate digital marketing mobile technologies social media well cultural trends constantly consider direction evolution tone brand means design proactive bringing ideas table beyond current asks youll understand digital limitations industry best practices technology requirements pertains app web projects qualifications skills 5 years digital ecommerce experience strong strategic thinker ability ideate deliver large small ideas fit lense strategy brand excellent communication skills written oral experience responsive design designing mobile first ability translate insights foundations developing strategic user focused visual experience proficient mac environment expert level skills adobe creative suite photoshop indesign illustrator acrobat well knowledge sketch ms office word excel powerpoint excellent collaboration skills experience instilling design best practices cross functionally must organized detail oriented work gracefully pressure switching projects seamlessly fast paced environment crystal clear knowledge typography layout color theory general design awareness current trends digital design fashion retail communities attention detail good organizational skills ability handle multiple projects simultaneously meeting tight deadlines fast paced environment must strong portfolio successfully launched work demonstrates strategic conceptual creative thinking experience working giving feedback designers writers photographers creative partners including founders understanding modern ux practices responsive grids nice haves working knowledge html html5 technologies requirements restrictions knowledge current landing page optimization conversion best practices,design and graphic design,321,12,22,0,0,4,16,22,0.04984423676012461,0.06853582554517133
Junior Graphic Designer,,position summary responsible creating executing primarily digital design concepts maintaining brand continuity wide variety communication channels areas work include digital layouts branding graphics general job purpose design layout communication across multiple digital channels brand product level,design and graphic design,36,0,4,0,0,0,0,4,0.0,0.1111111111111111
Graphic Design Intern,,ultra mint mobile connect people important lives easily affordably reliably strive californias preeminent destination employer oh yeah get too! understand matters individual unique needs prepared exceed expectations ideal employer smart strategic get things done without lot red tape unnecessary politics everyone matters everyone voice expect spend time contributing projects really matter obsess employee experience believe invest career aspirations life weve got laundry list perks youll brag insta lunch every day prepared chef healthy snacks onsite gym free massages car wash services importantly team atmosphere even raise bar well bars including espresso cappuccino nitro cold brew kombucha bar froyo bar breakfast bar snack bar well know bar 5 pm feel intrigued right reading imagine co workers already attracted kind team want take home mom invite kids next birthday party kind close knit community happening come check part ultra mint! looking next extraordinary work talented fun house agency join talent squad exciting evolving industry! offer fast paced driven work environment challenging work ready slay day position perfectly suits skills company rewards passion creativity innovation forward thinking problem solver got exceptional eye detail passion typography color desire help create excellent work grow ultra mint mobile brands opportunity 20 30 hours per week paid internship working headquarters costa mesa ca take look job description right person please apply ultra mobile doesnt appear fit refer friend colleague get 1 000 send us email referralbonusultra 1 name 2 resume link linkedin page hire stay 90 days get 1 000 details restrictions rules please email referralbonusultra,design and graphic design,249,4,12,0,0,1,5,12,0.020080321285140562,0.04819277108433735
3D Motion Designer,"Torrance, California, United States",job description client team responsible creating user interfaces apps next generation vehicles well concepts future human machine interfaces mobility platforms candidate would join team ux designers ui designers researchers storytellers programmers create 3d motion design candidate also work engineers researchers designers departments throughout organization support development future vehicles ideal candidate must strong passion ability creative within without parameters able create inspiring 2d 3d motion graphics ux ui designs exhibit deep attention detail passion simplifying user experiences strong familiarity user interface patterns automotive ux ui web mobile consumer electronics 3 5 years ux ui design motion graphic design 3d design interaction design animation similar ux ui related experience intermediate expert level 3d motion tools aftereffects trapcode suite cinema4d motion maya familiarity alias catia plus ability manipulate pre made 3d assets including setting animations texture mapping lighting keyframes motion paths intermediate expert level proficiency ux ui software including axure sketch adobe suite portfolio work demonstrating relevant experience shows independently produced original samples ba bs design experience working team environment directly developers implementation designs prior experience working industrial designers automotive industry strong time management skills ability self directed needed solid written verbal communication skills ability present strong rationale design decisions ability prototype html javascript css plus expertise design creation specification ui movement motion design behaviors transitions easing,design and graphic design,214,4,9,0,0,2,6,9,0.028037383177570093,0.04205607476635514
Visual Designer,Greater Los Angeles Area,heres new opportunity check position visual designer location remote site status freelance estimated duration ongoing starts interviewing rate doe job description ecommerce tech start client looking visual designer visual designer responsibilities work alongside house graphic designer report vp marketing founder work concept execution web social email ad assets utilize still frames commercial shoots create ads utilize templates design email brainstorm make design updates website app update current aesthetic visual designer responsibilities 4 years digital graphic design experience modern feminine aesthetic create across social media website digital ads ui email balance multiple projects work quickly independently proficient adobe suite sound like you? submit resume portfolio feel qualified position please reply directly email link portfolio applicable attach resume tell us qualified opportunity 2 3 bullet points including strengths skill set pertain role let us know availability interview start,design and graphic design,136,3,6,0,0,0,3,6,0.022058823529411766,0.04411764705882353
Digital Designer,New York City Metropolitan Area,reporting creative director youll new york based lead creatively design projects us uk design exceptional creative solutions exceed brief always delivering promise design gets results going looking good key responsibilities taking design brief accounts team directly client taking design lead elements given project winning pitch applicable wireframing determining ux ui direction developing brand application prototyping delivering visuals ensuring briefs clear objectives agreed timescales deliverables limitations explored design direction understood wireframing project determining design direction including brand application developing creative intelligent design solutions go beyond client’s expectations presenting creative clients person via conference video call taking feedback ensuring amends properly implemented producing supplying final files print ready pdfs packaged artwork assets specifications requirements mentoring junior creatives developing skills ultimately responsible output ensuring designs meet outré creative quality standards clients come expect researching benchmarking analysing clients position within industry using insight influence design solutions essential skills least 5 years agency experience impressive design portfolio must digital focus interaction design ui ux portals apps websites social media provable branding experience understanding experience information design ability manage time prioritise delegate tasks good understanding complex print design techniques high level visual polish aspects work wireframes hi fidelity visuals great eye selecting assets icons illustrations photography complement design solutions expert key design software creative suite indesign photoshop illustrator sketch invision education qualifications educated degree level graphic design graphic communication us we’re team orientated constantly strive go beyond clients’ expectations deliver work ticks right boxes like fun friday zoom drinks odd virtual pub quiz halloween dress ups baking competitions via instagram we’re planning big party we’re lockdown! also offer health insurance ongoing training development long term world unlocks could opportunity come visit london studio sound good? great! say hello head people rick komene rickoutrecreative com get touch instagram outrecreative,design and graphic design,292,13,13,0,0,1,14,13,0.04794520547945205,0.04452054794520548
"Head of Design, Brand Creative",,ref 36720 cbs business unit cbs interactive job type full time staff job schedule job location burbank ca cbs interactive division viacomcbs world’s largest publisher premium digital content perennial top 10 internet company cbs interactive’s brands span popular categories like technology entertainment sports news gaming properties include websites apps streaming services cbs television network cbs access subscription service cbs news digital platforms including 24 7 digital news network cbsn cbs sports digital brands including 24 hour streaming sports news network cbs sports hq well digital first properties key content verticals including cnet zdnet tvguide com gamespot last fm metacritic chowhound follow cbs interactive twitter facebook year ahead viacomcbs exciting one new broad pay streaming product expand cbs access adding companys scaled assets film tv including world renowned brands reaffirm expand value entertainment news sports — demand live experiences — audiences around world help us lead rapid expansion cbs access team actively seeking head design brand creative work closely leadership oversee brand design working cross functionally agencies marketing product content ensure best class creative design head design lead development execution brand’s multi platform creative concepts campaigns design messaging strategies across consumer’s touch points motion graphics print key art social digital experiential leader takes pride developing talent presenting executives leading example effective communicator get large projects done across organization partner creative directors marketers direct motion graphics house oversee shoots manage agency creative know roll ideas cross platform position requires blend excellent creative skills brand strategy ability visually interpret complex issues passion advancing creative ideas causes equal opportunity employer minorities women veterans disabled,design and graphic design,260,10,9,0,0,1,11,9,0.04230769230769231,0.03461538461538462
