job_title,employer_location,job_description,industry,job_desc_count,masculine_counts,feminine_counts,mas_pron_counts,fem_pron_counts,sup_counts,mas_tot,fem_tot,mas_ratio,fem_ratio
Veterinary Assistant - Float,"San Diego, CA, US",veterinary specialty hospital vsh mission advance veterinary profession leadership medicine education business promotion human animal bond strive bring together caring warm intelligent people love serve help among best field job veterinary assistant responsible,vetinary,33,1,5,0,0,1,2,5,0.06060606060606061,0.15151515151515152
Clinic Assistant - Veterinary,"Hicksville, NY, US",petiq provides convenient affordable pet health wellness products veterinary services pets families retail ecommerce channels across country advocates pet parents believe pet parents able provide necessary care enhances lives pets currently looking dedicated professional team members passion pet wellness mobile veterinary community clinics provide high quality preventive wellness pet care services including diagnostic tests vaccinations preventive medications microchipping nail trims wellness check commensurate services administered currently looking clinic assistant veterinary join growing team clinic assistant provides superior customer service clients answering questions assisting clinic process clinic clinic assistant assists veterinarians examinations procedures pets prepare vaccines administer according veterinarian instructions make recommendations services products clients based pet’s lifestyle collect prepare label samples fecal blood outside laboratory testing properly label dispense medications review paperwork clients process payments starting pay 15 00 hour skills abilities environment physical petiq committed creating diverse environment proud equal opportunity employer qualified applicants receive consideration employment without regard race color religion gender gender identity expression sexual orientation national origin genetics disability age veteran status applicable characteristics protected law,vetinary,170,2,5,0,0,2,4,5,0.023529411764705882,0.029411764705882353
Veterinary Assistant,"Tustin, CA, US",job description looking experienced veterinary assistants work family looking new family members work fast paced emergency specialty facility tustin technicians front staff amazing work extremely well together specialties internal medicine emergency critical care surgery also cardiology facility satellite office hospital alternative work week 4 10 hour shifts week least one weekend day week required generally set schedule looking fill positions internal medicine surgery emergency triage icu morning swing overnight positions available part vca family great benefits offer medical dental vision 401k optional benefits hsa life insurance also offer discount personal furry kids looking positive work environment love people get along please let us know,vetinary,104,0,3,0,0,0,0,3,0.0,0.028846153846153848
Veterinary Assistant - 000116,"Glendora, CA, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Veterinary Assistant,"Rogers, AR, US",description position new hope animal hospital new hope animal hospital hiring veterinary assistant join team new hope animal hospital small animal hospital located beautiful town rogers arkansas nestled best part ozarks enjoy wonderful quality life hospital around almost 30 years aaha accredited 25 years full team fear free certified veterinary assistants responsible performing variety healthcare duties increase efficiency focusing patient care client care promote emotionally intelligent work environment positive work life balance invest heavily employees many opportunities growth development,vetinary,79,2,5,0,0,1,3,5,0.0379746835443038,0.06329113924050633
Veterinary Technician,"Long Beach, CA, US",hospital long beach seeking veterinary technician prefers rvt consider experienced professional animal health technician applicants must rgeister veterinary staff unlimited fill application upload resume register interview position,vetinary,27,0,0,0,0,1,1,0,0.037037037037037035,0.0
Veterinary Assistant - 005017,"Portland, OR, US",application deadline open filled job location portland date posted 05 20 2020 hours worked per week provided shift provided duration job either full part time 6 months may contact employer directly obtain contact information print add jobs difficulty using button? job summary **veterinary assistant careers banfield pet hospital** want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield youll chance advocate pets educate clients aspects pet health addition goal advance career youll access variety learning development opportunities along way **job description summary** veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care **preferred education licenses** certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred **preferred experience** must able perform required skills navta approved veterinary assistant programs level aids efficiency practice **a day life banfield veterinary assistant** vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans importance preventive care mentoring members hospital team **commitment beyond qualifications** every associate including vet assistant important contribution make veterinary team looking vet assistants dedicated work positive attitude use five principles http www banfield com us quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators **caring care benefits banfield veterinary assistant** comes benefits support personal wellness professional development offer wide range perks programs help take care family including pets **personal health savings wellness benefits** every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility **potential big passion** whether youre new vet assistant working years changing careers well support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community http www banfield com us community wellness communities **a support structure helps thrive** weve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary job classification veterinary assistants laboratory animal caretakers access statewide regional occupation report information wages employment outlooks skills training programs related occupations compensation salary provided job requirements experience required see job summary education required none minimum age n gender n,vetinary,447,12,26,0,0,4,16,26,0.035794183445190156,0.058165548098434
Emergency Veterinary Assistant,"Paramus, NJ, US",veterinary assistant veterinary emergency group hiring veterinary assistants busy animal hospital must available work nights weekends holidays job description providing exceptional customer service restrain types animals sizes temperaments assist veterinarian technicians exams procedures xrays daily inventory restocking provide clean comfortable environment hospitalized pets maintain cleanliness disinfect areas hospital including limited laundry cleaning floors taking trash cleaning treatment areas exam rooms reception area bathrooms requirements job requirements must experience dogs cats veterinary environment ability learn veterinary software programs flexibility availability work nights weekends holidays salary commensurate experience benefits veg emergency thing offer industry leading compensation health insurance paid time 401 w company match unlimited ce emergency focus,vetinary,106,2,0,0,0,0,2,0,0.018867924528301886,0.0
Veterinary Technician,"Solana Beach, CA, US",veterinary technician company aspires practice team make positive impact pet health care hospitals communities field veterinary medicine believe hiring people diverse perspectives ideas cultures permits us deliver highest quality preventive care company veterinary technician work alongside pet health care industry experts make difference lives pets clients serve chance utilize veterinary knowledge communication skills love pets role afford opportunity define clear career path continued growth learning responsibilities support veterinarians ensure quality veterinary care advocate pets educate clients hospital function assist veterinarians medical team maximize productivity maintain positive patient flow assist surgeries procedures accordance states veterinary practice act outlined credentialed veterinary technicians communicate clients individualized pet health concerns offer guidance optimum wellness plan options medications additional treatments assist maintaining relevant comprehensive medical records support practice systems including companys database petware designed obtain data population research obtain relevant health history information clients maintain medical charts use safe restraining techniques follow standard protocols sustain clean sterile organized treatment areas exam rooms labs willing guide mentor support fellow team members requirements veterinary technician certification licensure cvt rvt lvt lvmt commitment beyond qualifications veterinary technician requires much avma certified credentials means bringing talents skills dedication desire developing alongside peers importantly means showing day passion pets working others believe preventive care key helping pets achieve long healthy lives associates look vet techs adopt five principles quality responsibility mutuality efficiency freedom paper qualifications course important actively seek vet techs thrive delivering outstanding client pet experiences wellbeing matters know real passion pet well chose profession company believe important support well devote lives cause extensive network support structure company offers wide array benefits programs empowering focus family care pets clients company vet tech want take full advantage work play competitive salary paid time medical dental vision prescription drug benefits eligible dependents automatic enrollment 401 k savings plan 60 days employment health savings account annual practice paid funding 750 supplement health care expenses automatic enrollment 100 practice paid short long term disability 60 days employment includes maternity leave optimum wellness plans owps three pets variety discounts including mars petsmart royal canin fitness cellular much potential big passion committed helping grow vet tech providing whether newly certified experienced vet tech job company opens door exploring next best move career performance development plans pdp designed help define achieve career goals practice paid continuing education opportunities along opportunity attend partner conferences free membership navta practice paid subscription vetfolio 50 discount vetgirl opportunities lend skills local communities live serve ability grow leadership roles field practice level support helps thrive weve created structure includes leadership support hospital level field headquarters one goal mind helping deliver quality care pets commitment community wellness volunteering efforts programs designed benefit local shelters rescues strengthen pet human connections communities discover support wellbeing people profession mars volunteer program mvp waiting for? make move apply today company strongly supports values uniqueness individuals promotes work environment diversity embraced company equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information protected veteran status disability special need requires accommodation please let us know company follows applicable federal state local laws governing nondiscrimination employment every company location,vetinary,523,15,32,0,0,2,17,32,0.032504780114722756,0.06118546845124283
Veterinary Assistant,"East Flat Rock, NC, US",western carolina regional animal hospital veterinary emergency hospital provides general practice 24 hour emergency care wcrah veh strives optimal patient care meaningful client relationships efficient teamwork position overview veterinary assistant provides support veterinarians technicians daily tasks cleaning maintaining equipment feeding exercising grooming patients preparing sanitizing surgery suites restraining handling patients clerical administrative work deliver quality care patients provide exceptional service,vetinary,60,1,2,0,0,0,1,2,0.016666666666666666,0.03333333333333333
Hospital Veterinary Assistant,"Queens, NY, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment incumbent must able consistently perform following duties responsibilities without reasonable accommodation position immediate supervisory duties majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets minimum,vetinary,177,0,10,0,0,2,2,10,0.011299435028248588,0.05649717514124294
Vetco Veterinary Assistant,"Katy, TX, US",vision petco healthier pets happier people better world we’re making things better pets people planet think adoption first philosophy petco foundation important initiatives focus putting animals first educating pet parents reducing carbon footprint journey starts knowledgeable passionately engaged associates proud recommend petco place work believe vision committed delivering superior customer experience retail stores network distribution centers corporate offices youll work others share values commitment seek individuals passionate animal welfare great people skills driven grow advance careers us ongoing growth creating exceptional opportunities professional development personal enrichment throughout organization vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet w minimum,vetinary,129,4,4,0,0,3,7,4,0.05426356589147287,0.031007751937984496
Hospital Veterinary Assistant,"State College, PA, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center position purpose seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment patient’s needs always come first every team member understands power takes create exceptional customer experience contentious issues dealt resolved occur possible soon possible exceptional teamwork commitment shared goals benefits entire organization essential job functions incumbent must able consistently perform following duties responsibilities without reasonable accommodation greet clients patients arriving appointments escort exam room obtain weight vital signs temperature pulse respirations pain score body condition score record electronic medical record begin documentation patient visit electronic medical record documenting thorough patient history assist doctors appointments routine emergency surgery dentistry euthanasia supervision doctor lead technician perform patient restraint obtain process laboratory samples handle dispense medications direction doctor help maintain electronic medical record schedule appointments communicate educate clients relay test results doctor clients maintain update client patient records help prepare patients surgical dental procedures assist doctor technician anesthetizing patients supervision doctor technician maintain patients safely anesthesia monitoring vital parameters help monitor patients recovery prepare going home transfer overnight care facility supervision doctor technician perform hospital treatments sick patients including giving injectable oral medications well intravenous fluid therapy keep patients clean watered fed indicated directed doctor safely walk canine patients necessary elimination direction hospital office manager assist training new staff members general dissemination knowledge required keep hospital environment neat clean perform regular cleaning environment based necessity well based pre determined maintenance schedule supervisory responsibility position immediate supervisory duties work environment majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets education experience preferred least 1 year previous experience working veterinary practice sufficient experience ensure excellent performance listed skills must excellent written verbal communication skills must compassionate sympathetic able maintain professional attitude demeanor emotional stressful situations must telephone computer skills must team player willing learn new techniques treatments offer creative ideas accept change minimum,vetinary,441,6,24,0,0,3,9,24,0.02040816326530612,0.05442176870748299
Veterinary Assistant,"Fort Worth, TX, US",veterinary assistant want work animals don’t mind little pet hair shirt? got job provides basic high quality preventative veterinary services help ensure pets access affordable care veterinary assistants pet people focused professionals help veterinarians veterinary technicians daily care dogs cats clinic you’ll obtaining medical histories vitals restraining animals treatment examination preparing vaccinations assisting various laboratory procedures offer competitive compensation friendly work environment opportunity grow veterinary care field looking candidate great people skills you’ll serve liaison clients veterinarian veterinary technician share duties care coordinator front end clinic includes answering phone email queries checking clients taking payments overseeing clinic workflow cleaning office clinic maintenance tasks part position well make accessible possible pet owners open seven days week appointments means choose work appreciative clients full time part time depending availability pets deserve love basic health care help us make happen essentials petcare applicants employment required complete background check prior employment use illegal drugs may prohibit employed us drug free workplace applicants required pass drug screen prior employment failure comply drug testing requirement positive result may lead denial employment rescission offer employment termination employment already hired applying employment consent submit testing drugs alcohol accordance drug free workplace policy copy made available upon request applicant selection process applying employment authorize us verify information contained employment application consent release information regarding eligibility employment former employers educational institutions public safety agencies personal references relevant persons organizations applying employment certify statements contained within employment application true complete best knowledge understand misrepresentations false statements made employment application supplement thereto may grounds immediate termination employment rejection consideration employment employed understand essentials petcare “at employer” employment may terminated without cause without notice time option essentials petcare,vetinary,275,4,10,0,0,3,7,10,0.025454545454545455,0.03636363636363636
Veterinary Technician - Registered Veterinary Technician,"Newport Beach, CA, US",well equipped staffed veterinary emergency practice seeking skilled full time technician rvt become member team working proficient pleasant staff function together team crucial desire member please consider position desire technician dedicated providing highest quality skilled nursing care right candidate must thrive intense fast moving situations ability work calmly efficiently pressure good sense humor essential must also self starter able effectively utilize time multi task offer digital radiography ultrasound endoscopy state art house laboratory patient monitoring technicians highly utilized respected supported proud team oriented environment excellent patient care offer excellent compensation health dental insurance paid vacation 401k paid license paid scrubs greatly discounted pet care flexibility regarding work schedule essential requirement work holidays weekends practice long established well respected impressive local referral base person described interested position please call 949 364 6228 6 p fax resume 949 364 1730 animal urgent care clinic facility area designed equipped emergency animal hospital ground doctors trained dedicated meet demands emergency medicine patients enjoy latest diagnostic monitoring supportive equipment including digital radiology direct capture technology affords us highest quality radiographs available veterinary medicine helping us make correct diagnosis house laboratory capabilities supplies timely critical information pets illness access ultrasound examinations add ability make critical diagnoses institute appropriate treatment pet require emergency surgery time assured staff equipment expertise would expect doctor,vetinary,215,4,7,0,0,0,4,7,0.018604651162790697,0.03255813953488372
Veterinary Assistant - Emergency,"Atlanta, GA, US",bluepearl veterinary partners hiring exceptional veterinary assistant join fast paced emergency department passionate working helping animals? crave dynamic rewarding work environment? self driven dependable knowledgeable veterinary care? would consider team player? answered yes questions want hear hospital support hospital paraprofessional staff regular georgia atlanta 150050 atlanta ga 150050 atlanta ga,vetinary,50,0,3,0,0,0,0,3,0.0,0.06
Veterinary Assistant,"Bonita Springs, FL, US",overview come join fast growning team outstanding veterinary specialists offer competitive pay flexiable scheduling responsibilities position overview veterinary assistant provides support veterinarians technicians daily tasks cleaning maintaining equipment feeding exercising grooming patients preparing sanitizing surgery suites restraining handling patients clerical administrative work deliver quality care patients provide exceptional service tasks include triage patients perform physical exams treatments administer medication directed licensed veterinary technicians maintain accurate medical records assist doctors technicians administration medications patient restraint perform laboratory tests take radiographs operate maintain hospital equipment including ekg fluid pump syringe pump scales anesthetic monitors machines etc fill prescriptions calculate administer medications maintain proper documentation logging security controlled drugs feed patients prescribed attending doctor client requested record appetites recognize report unusual conditions abnormal behaviors maintain cleanliness hospital day clean equipment kennels facilities using chemicals supplies ensure safe use chemicals complete laundry duties may assigned working specialty area e dentistry surgery emergency radiology cardiology neurology internal medicine etc qualifications minimum qualifications requirements high school diploma ged equivalent combination education experience one years experience veterinary environment performing duties able perform moderately physically demanding work requires lot lifting 50 pounds cleaning constant motion ability work around sick animals potentially hazardous materials cleaning chemicals gas anesthetics zoonotic diseases unpleasant odors requires knowledge hospital procedures treatment protocols computer systems terminology used veterinary hospital must flexible scheduling able work weekends holidays apply please apply online petvetcareers com,vetinary,228,1,2,0,0,1,2,2,0.008771929824561403,0.008771929824561403
Veterinary Aide,"Woodland Hills, CA, US",description position veterinary cancer group sfv veterinary cancer group sfv hiring veterinary aide join amazing team veterinary aide works closely veterinary technicians veterinary aide must able follow direction quickly handle animals variety situations,vetinary,33,0,0,0,0,0,0,0,0.0,0.0
Hospital Veterinary Assistant,"Brooklyn, NY, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment incumbent must able consistently perform following duties responsibilities without reasonable accommodation position immediate supervisory duties majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets minimum,vetinary,177,0,10,0,0,2,2,10,0.011299435028248588,0.05649717514124294
Veterinary Receptionist,"Torrance, CA, US",seeking experienced veterinary receptionist needed work established veterinary hospital excellent communication skills must must experience veterinary industry software dvmax preferred candidate must possess positive attitude outgoing proactive competitive pay available,vetinary,30,2,1,0,0,0,2,1,0.06666666666666667,0.03333333333333333
Veterinary Assistant - 001307,"Bend, OR, US",application deadline open filled job location bend date posted 05 19 2020 hours worked per week provided shift provided duration job either full part time 6 months may contact employer directly obtain contact information print add jobs difficulty using button? job summary **veterinary assistant careers banfield pet hospital** want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield youll chance advocate pets educate clients aspects pet health addition goal advance career youll access variety learning development opportunities along way **job description summary** veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care **preferred education licenses** certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred **preferred experience** must able perform required skills navta approved veterinary assistant programs level aids efficiency practice **a day life banfield veterinary assistant** vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans importance preventive care mentoring members hospital team **commitment beyond qualifications** every associate including vet assistant important contribution make veterinary team looking vet assistants dedicated work positive attitude use five principles http www banfield com us quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators **caring care benefits banfield veterinary assistant** comes benefits support personal wellness professional development offer wide range perks programs help take care family including pets **personal health savings wellness benefits** every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility **potential big passion** whether youre new vet assistant working years changing careers well support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community http www banfield com us community wellness communities **a support structure helps thrive** weve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary job classification veterinary assistants laboratory animal caretakers access statewide regional occupation report information wages employment outlooks skills training programs related occupations compensation salary provided job requirements experience required see job summary education required none minimum age n gender n,vetinary,447,12,26,0,0,4,16,26,0.035794183445190156,0.058165548098434
Veterinary Assistant,"Mamaroneck, NY, US",enthusiastic passionate individual? want make difference community? join team miller clark full service small animal hospital serving community 125 years lets rebuild community together position overview veterinary assistant provides support veterinarians technicians daily tasks cleaning maintaining equipment feeding exercising grooming patients preparing sanitizing surgery suites restraining handling patients clerical administrative work deliver quality care patients provide exceptional service,vetinary,58,0,4,0,0,0,0,4,0.0,0.06896551724137931
Veterinary Assistant,"Denton, TX, US",veterinary assistant want work animals don’t mind little pet hair shirt? got job essentials petcare provides basic high quality preventative veterinary services help ensure pets access affordable care veterinary assistants pet people focused professionals help veterinarians veterinary technicians daily care dogs cats clinic you’ll obtaining medical histories vitals restraining animals treatment examination preparing vaccinations assisting various laboratory procedures offer competitive compensation friendly work environment opportunity grow veterinary care field looking candidate great people skills you’ll serve liaison clients veterinarian veterinary technician share duties care coordinator front end clinic includes answering phone email queries checking clients taking payments overseeing clinic workflow cleaning office clinic maintenance tasks part position well make accessible possible pet owners open seven days week appointments means choose work appreciative clients full time part time depending availability pets deserve love basic health care help us make happen essentials petcare applicants employment required complete background check prior employment use illegal drugs may prohibit employed us drug free workplace applicants required pass drug screen prior employment failure comply drug testing requirement positive result may lead denial employment rescission offer employment termination employment already hired applying employment consent submit testing drugs alcohol accordance drug free workplace policy copy made available upon request applicant selection process applying employment authorize us verify information contained employment application consent release information regarding eligibility employment former employers educational institutions public safety agencies personal references relevant persons organizations applying employment certify statements contained within employment application true complete best knowledge understand misrepresentations false statements made employment application supplement thereto may grounds immediate termination employment rejection consideration employment employed understand essentials petcare “at employer” employment may terminated without cause without notice time option essentials petcare,vetinary,277,4,10,0,0,3,7,10,0.02527075812274368,0.036101083032490974
Receptionist - Veterinary Emergency Hospital,"Dana Point, CA, US",experienced full time receptionist needed prior veterinary hospital experience required excellent compensation great working environment 401k generous employee discount scrub allowance vacation medical dental aflac need cheerful efficient customer service oriented individual veterinary hospital experience fast paced emergency facility must available holidays evenings weekends please call 949 364 6228 6 p fax resume 949 364 1730 animal urgent care clinic facility area designed equipped emergency animal hospital ground doctors trained dedicated meet demands emergency medicine patients enjoy latest diagnostic monitoring supportive equipment including digital radiology direct capture technology affords us highest quality radiographs available veterinary medicine helping us make correct diagnosis house laboratory capabilities supplies timely critical information pets illness access ultrasound examinations add ability make critical diagnoses institute appropriate treatment pet require emergency surgery time assured staff equipment expertise would expect doctor,vetinary,133,3,3,0,0,0,3,3,0.022556390977443608,0.022556390977443608
Veterinary Assistant - Emergency,"Daly City, CA, US",bluepearl veterinary partners hiring full time er veterinary assistant san francisco bluepearl veterinary partners daly city ca seeking experienced veterinary assistant join talented er team looking someone previous experience work dynamic multi doctor practice full time opportunity working swing overnight shifts **this position offers competitive shift differential** answered “yes” questions want hear assistant responsible triaging incoming emergencies obtaining vitals patient history relaying information doctor complete treatment orders doctor either discharge admit patients icu complete treatments inpatients monitor status communicating changes concerns doctor blood draws ivc placement restraint taking radiographs examples skills essential used daily position hospital support hospital paraprofessional staff regular california daly city 150083 daly city ca 150083 daly city ca,vetinary,112,2,3,0,0,0,2,3,0.017857142857142856,0.026785714285714284
Veterinary Technician,"Irvine, CA, US",overview veterinary technician part time irvine pet complex responsibilities position overview veterinary technician supports hospital operations providing dedicated quality veterinary care exceptional service patients clients assist providing patient care conducting examinations assisting surgery provide nursing care maintaining patient medical records minimum qualifications requirements apply manager add additional location specific info add email contacts must contain please apply online petvetcareers com,vetinary,60,0,2,0,0,0,0,2,0.0,0.03333333333333333
Veterinary Assistant,"Pasadena, CA, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,47,1,4,0,0,1,2,4,0.0425531914893617,0.0851063829787234
Veterinary Assistant - 005078,"Laguna Hills, CA, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
