job_title,employer_location,job_description,industry,job_desc_count,masculine_counts,feminine_counts,mas_pron_counts,fem_pron_counts,sup_counts,mas_tot,fem_tot,mas_ratio,fem_ratio
Director of Human Resources,"Marina del Rey, California, United States",search director human resources university southern california information sciences institute marina del rey california university southern california’s information sciences institute isi seeks accomplished innovative collaborative leader serve next director human resources hr reporting executive director hr director provide strategic vision guidance operations institute’s critical human resources functions member executive director’s leadership team hr director provide clear information advice counsel regarding human resources processes policies procedures ensure best possible support environment institute faculty students staff,human resources,74,3,1,0,0,1,4,1,0.05405405405405406,0.013513513513513514
Human Resources Generalist,"Costa Mesa, California, United States",royal pacific funding award winning wholesale mortgage lender based costa mesa ca immediate need experienced hr generalist work corporate headquarters hr generalist responsible performing hr related daily duties delivery company wide hr initiatives responsibilities 3 5 years hr experience prepare maintain employment records related events hiring termination leaves transfers promotions using paycom,human resources,52,0,4,0,0,0,0,4,0.0,0.07692307692307693
Human Resources Intern,"Boston, Massachusetts, United States",founded 1975 casella waste systems inc publicly traded company cwst one nations leading providers waste recycling services casella currently employs 2 500 employees throughout vermont maine new hampshire massachusetts new york pennsylvania serves customers 40 states important resource people forty years cultivated culture lifelong learning career growth people focusing talent renewal seeking source engage develop advance strong thriving team know investing people creates engaged productive team environment leading outstanding customer satisfaction business growth believe work vitally important meaningful employees stewards region’s natural beauty seek hire talented dedicated people grow business serve customers casella offers challenging internship opportunity high achieving hr talent 12 week program thoughtfully designed provide interns critical operational projects provide exposure various teams leaders within organization interns given challenging assignments help become proficient hr competencies including compensation information systems workforce planning development recruitment diversity inclusion addition learning professional role hr business partner casella interns spend significant amount time learning casella’s operations waste recycling industry enjoy working diverse group people coming creative solutions problems accomplishing work team based environment interns spend time rutland vermont headquarters well flagship resource solutions facility boston massachusetts applicants internship must working towards bachelor’s advanced degree accredited institution human resources industrial organizational psychology business related program successful candidates demonstrate ability communicate effectively partner individuals levels organization willingness ability engage proactively continuous improvement ability tie hr work business outcomes passion technology hr,human resources,226,12,6,0,0,1,13,6,0.05752212389380531,0.02654867256637168
Human Resources Generalist,"Algonquin, Illinois, United States",arlington resources cornerstone staffing solutions company specializes placement human resources professionals direct placement temporary services human resources consulting since 1997 arlington resources successfully partnered companies sizes start fortune 100 specialization filling human resources jobs chicago il arlington resources team established relationships highest caliber professionals field client located algonquin il looking hr generalist join team description great opportunity advancement growth growing company responsible recruiting employee relations talent management compensation compliance training also automate streamline processes employ proactive hr solutions requirements bachelors degree required 3 years progressive hr experience ability navigate changing culture environment strong technology skills needed hris ms office local travel required apply please send resume e mail attachment ms word format reference job 15168 encourage referrals please forward tremendous opportunity someone would love help find new job would like receive updates current openings please ‘like us’ facebook applicants afforded equal opportunity without discrimination race color religion sex marital status national origin ancestry age physical mental handicap unrelated ability unfavorable discharge military service arlington resources group arlington resources inc “specialists placement hr professionals” www arlingtonresources com casey accounting finance resources inc “specialists placement accounting finance professionals” www caseyresources com people greatest asset,human resources,192,4,6,0,0,2,6,6,0.03125,0.03125
Human Resources Generalist,"Euless, Texas, United States",position summary human resources generalist support day day functional areas corporate human resources department includes benefits administration open enrollment employee policy development documentation record management new hire onboarding talent acquisition training development employee relations due diligence integration,human resources,37,0,2,0,0,0,0,2,0.0,0.05405405405405406
Human Resources Internship,"Los Angeles, CA, US",company description hasana inc accessible luxury brand spirit collection features high end mens womens clothing accessories timeless style provide custom hand made items ranging contemporary classic item purchased directly benefits apareci foundation womens education hasana inc seeking talented students chicago loop area variety spring internship positions take advantage job training mentorship exposure aspects fashion industry hasana inc committed developing fun productive work culture conducive positive results offer uniquely open environment demands initiative imagination every single team member heard tested genuinely empowered lead example create lasting impacts organization programs community please note unpaid internship job description recruiting intern hasana inc variety responsibilities throughout semester human resources team looking bright innovative interns attract recruit retain best talent ahead curve exacting standards cost efficient timely manner also required provide seamless service innovative resourcing solutions ideas service many challenges presented business evolves primary responsibilities include limited proactively source attract recruit candidates assist managers development job people specifications identify best source candidates initiate recruitment campaigns identify implement employer branding exercises initiatives write copy recruitment adverts ensuring brand message ensure candidates receive timely responses applications ensure hasana inc portrayed accurate professional manner times work hr team new starter induction process assist onboarding process ensuring new starters fully engaged supported probationary period develop new candidate streams including social networking new media avenues develop relevant interview assessment tools managers ad hoc projects tasks administer carry application responses interviews job offers conjunction senior team refine improve recruitment procedures wider hr team qualifications passion womens economic opportunities must full part time student working toward degree must eligible receive school credit commit 2 3 days week 3 months comfortable ambiguity able work autonomously confident professional interview skills articulate excellent writing skills good eye detail discreet professional well spoken good communication skills exceptionally well organized efficient good common sense initiative ability use judgement seek guidance confidential issues great work ethic proven ability work stringent deadlines pro active able show initiative ideas constantly improve hr recruitment service business integrity honesty openness willingness operate team player additional information information kept confidential according eeo guidelines,human resources,340,11,12,0,0,6,17,12,0.05,0.03529411764705882
Human Resources Administrator,"Los Angeles, California, United States",major downtown los angeles law firm seeking hr employee relations administrator support busy hr department ideal candidate 5 years hr experience law firm environment familiarity covid 19 related leave requirements huge plus candidates must degree strong ms office skills law firm offers business casual work environment excellent compensation package hr employee relations administrator requirements,human resources,54,1,4,0,0,0,1,4,0.018518518518518517,0.07407407407407407
Human Resources Generalist,,ideal candidate responsible recruitment efforts new hire orientation onboarding employee termination payroll benefits company policy procedure adherence addition build strong relationships companys managers order help human resource needs responsibilities oversee full cycle recruitment efforts develop oversee new hire orientation onboarding efforts employee termination process,human resources,44,0,4,0,0,0,0,4,0.0,0.09090909090909091
Human Resources Assistant,"New York, New York",take next step exceptional robust role smart college grad top school excellent gpa 1 years hr experience prestigious firm take ownership projects work hr team charge portfolio companies premier global private equity firm gain valuable experience interface staffs diverse firms theyve acquired 1 years work experience fast paced environment ba bs 3 5 better gpa,human resources,55,0,0,0,0,0,0,0,0.0,0.0
Human Resources Assistant,"Murrieta, California, United States",human resources assistant job summary human resource assistant perform administrative tasks services support effective efficient operations organization’s human resource department supervisory responsibilities none duties responsibilities,human resources,25,1,3,0,0,0,1,3,0.04,0.12
Human Resources Generalist,"Flushing, NY, US",job summary human resources generalist play leading role responsible hr related duties professional level including carries facets recruiting needs success throughout organization incumbent required familiar full cycle recruitment able obtain best fit candidates position incumbent also carries responsibilities following functional areas benefits administration employee relations performance management onboarding policy implementation termination employment law compliance collaborates hiring managers create update job descriptions manages recruitment process interview plans open position efficiently effectively fills open positions posts job openings available venues utilizes internet professional networking sites identify source candidates communicates managers employees regularly establish rapport gauge morale source new candidate leads screens applicants refers viable candidates hiring managers professional interviews arranges interview schedules hiring managers prepares distributes interview schedule resumes evaluation form interviewers performs credit reference background checks applicants review results contacts applicants additional information necessary presents problematic results resolution explanation management team approval updates new hire forms creates new hire packages coordinate new hire orientation locations ensures required new hire paperwork collected completed properly updates recruitment tracking log assigned tracking logs according set schedules contacts candidates extend verbal offer employment creates generation offer letter form obtain appropriate approval hiring coordinates sends email notifications new hires orders name plates employee badges updates disposition candidates mystaffingpro affirmative action tracking purposes maintains employee information completing processing status change data manages use external recruiters provides administrative support including mbo performance review code ethics participates hr projects committees responsible assists open enrollment benefits administration performance management onboarding policy implementation termination employment law compliance commitment learn practice expand hr knowledge skills career advancement performs special projects assigned proven relationship building skills proficient utilizing internet social media sourcing candidates effective oral written communication skills general knowledge various employment laws practices excellent interpersonal negotiation skills ability work closely team members well independently minimal supervision skills database management record keeping ability maintain highly confidential nature human resources work excellent organizational time management skills must able identify resolve problems timely manner must able gather analyze information skillfully provide recommendations demonstrates resourcefulness initiatives bringing results bachelors degree equivalent education training required bilingual plus must fluent proficient english oral written communication professional human resources phr certification plus position requirements full time part time full time req number hum 20 00001 location southfield office organization trusted neighborhood bank sterling bank trust provides comprehensive choice banking solutions innovative loan products outstanding personal service individuals professionals businesses commercial customers known highly competitive deposit rates expertise mortgage lending keeping deposits work local community customers know stop branch treated like family since bank founded 1984 customers trusted us help handle banking financial needs neighborhood branches san francisco bay area expanded west coast los angeles seattle loan production office 2017 sterling bank trust expanded new york division sbt advantage bank sbt advantage bank offers great banking solutions innovative loan products outstanding service made sterling bank trust success sbt advantage opened loan production offices manhattan flushing additional locations coming soon continue grow bank better serve customers communities serve across country bank 3 billion assets eoe statement equal employment opportunity employer qualified applicants receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law,human resources,520,18,25,0,0,6,24,25,0.046153846153846156,0.04807692307692308
Human Resources Generalist,"Yadkinville, North Carolina, United States",human resources hr generalist responsible implementation human resources best practices support business objectives responsibilities include limited employee relations recruitment staffing onboarding new employees training performance management policy implementation employee benefits administration hr generalist must able build relationships establish credibility employees wide range departments locations person must able recognize effectively adapt changes practices protocols preferences department department,human resources,56,1,5,0,0,1,2,5,0.03571428571428571,0.08928571428571429
Human Resources Assistant,"Escondido, CA, US",remx currently seeking hr assistant great north county profit organization client big company culture team service oriented enjoy working temp hire opportunity growth potential paying 20 23 hr job description assist team 4 hr representatives paperwork employee files event planning recruitment scheduling data entry filing scheduling high level confidentiality remx professional staffing division employbridge 3 billion staffing organization 600 offices u canada nearly two decades remx specialized recruitment office support finance accounting contact center information technology engineering professionals using proven exact match methodology remx matches qualified talent right job opportunities temporary contract contract hire direct hire basis,human resources,97,0,1,0,0,2,2,1,0.020618556701030927,0.010309278350515464
Human Resources Assistant,"Tucson, Arizona, United States",copenhagen contemporary retail furniture business family owned operated 50 years copenhagen serves tucson phoenix san antonio austin areas known providing modern unique product accompanied exceptional customer service seeking highly motivated full time human resources assistant ideal candidate outgoing friendly excellent organizational time management communication skills position involves variety hr related tasks including limited assisting record keeping recruiting training many administrative duties position requires high level detail organization seeking individual look outside box find creative solutions problems position major growth potential human resources department copenhagen therefore experience office setting hr specifically would ideal looking team player eagerness learn integral part human resources continue expand,human resources,103,3,3,0,0,0,3,3,0.02912621359223301,0.02912621359223301
Human Resources Analyst,"Austin, TX, US",accenture flex offers flexibility fixed duration project based work powered accenture leading global professional services company accenture consistently recognized fortune’s 100 best companies work diversityinc’s top 50 companies diversity lists accenture flex employee apply skills experience help drive business transformation leading organizations communities addition delivering innovative solutions accenture’s clients work highly skilled diverse network people across accenture businesses using latest emerging technologies address today’s biggest business challenges receive competitive rewards access benefits programs world class learning resources role responsible managing cases created people operations partners transfer exits related work documenting current future state process flows creating desktop procedure documents take work performed people operations partners identify opportunities process improvement compile process information training day day assigned cases manage within predefined sla working closely team upper management making sure provide best employee experience,human resources,132,8,7,0,0,3,11,7,0.08333333333333333,0.05303030303030303
Human Resources Generalist,"Chicago, Illinois, United States",position title human resources generalist reports director human resources program department human resources employment classification exempt,human resources,16,0,0,0,0,0,0,0,0.0,0.0
Human Resources Manager,"Santa Clarita, California, United States",looking skilled hr manager generalist oversee aspects human resources practices processes fast growing company support business needs ensure proper implementation company compliance strategy objectives promote corporate values enable business success employment relations compensation benefits safety health recruitment performance management training development talent management facilities management services job description develop implement hr strategies initiatives aligned overall business strategy support current future business needs development engagement motivation preservation human capital develop monitor overall hr strategies systems tactics procedures across organization directs process organizational planning evaluates structure job design manpower forecasting throughout company coordinates activities across department lines evaluates plans changes plans makes recommendations management establishes wage salary structure pay policies performance appraisal programs employee benefit programs services company safety health programs monitors effectiveness cost containments establishes standard recruiting placement practices procedure qualifications bachelor’s degree 5 years human resources management professional human resources sphr professional human resources california phrca plus must possess strong knowledge california employment laws experience technology manufacturing industrial environment preferred,human resources,160,8,3,0,0,2,10,3,0.0625,0.01875
Human Resources,Greater Los Angeles Area,client iconic fashion brand creating latest chic ready wear collections seeking hr manager join team dtla hr manager overview hr manager manage administration coordination evaluation human resource function also fundamental completing human resources related tasks recruitment employee relations training compliance salary administration hr manager responsibilities implement update compensation program rewrite job descriptions conduct annual salary surveys analyzes compensation monitor performance evaluation program develop recommend integrate personnel policies procedures prepare handbook policies procedures perform benefits administration approve invoices oversee recruitment effort employees write place advertisements collaborate supervisors screen interview candidates conduct reference checking extend job offers conduct new employee orientations monitor career path program conduct exit interviews manage compliance federal state local employment laws maintain employee applicant documentation necessary governing agencies distribute monitor employee performance evaluations ensure time completion evaluate reports department initiatives recommend new policies procedures hr manager qualifications bilingual korean plus bachelor’s degree 7 years’ human resources experience knowledge state federal laws regarding employment general personnel practices proficient microsoft word excel,human resources,162,1,4,0,0,0,1,4,0.006172839506172839,0.024691358024691357
Human Resources Assistant,"Doral, FL, US",seeking human resources assistant join team responsible providing administrative support hr department responsibilities answering incoming calls department directing necessary assist recruiting hiring efforts maintain personnel records compliance hr regulations arranges meetings conferences department manager instructed,human resources,35,0,3,0,0,0,0,3,0.0,0.08571428571428572
Human Resources Coordinator,"78701, Austin, Texas, United States",job title people services center specialist processing duration 12 months contract location austin tx duties provide outstanding support internal stakeholder inquiries around immigration new hires manage inbound employee inquiries process necessary transactions escalate issues assign inquiry required conducting outbound calls emails issue resolution follow required,human resources,45,0,1,0,0,1,1,1,0.022222222222222223,0.022222222222222223
"Human Resources Payroll Assistant- Wilmington, CA",Los Angeles Metropolitan Area,looking get foot door fortune 500 oil gas company? client looking add administrative assistant payroll experience team general direction human resources business partner position provides payroll timekeeping administrative support human resources department objectives must multi task oriented strong sense urgency ensure payroll deadlines met responsibilities human resources assistant may responsible interacts levels management including support staff outside vendors tracks new hire process schedules interviews manages applicant flow sets personnel files training records prepares monthly tracking status reports provides support biweekly semi monthly payroll process well using scheduling express prepares workforce queries using sap hr system maintains storage cages basement hr building purchases maintains inventory office supplies hr department manages attendance control tracking database sends notices supervisors assists scheduling training sessions hr training appropriate document records management primary focal point hr group works hr business partners recruiting selection activities provides support staffing express system execute payroll processing activities including generating accurate timely hourly represented payroll data sap cats per company policies collective bargaining agreements prepare file bi weekly monthly quarterly annual reports assist employees supervisors workforce timekeeping training payroll issues requests payroll information regular basis research payroll issues discrepancies process necessary corrections comply regulatory standards policies procedures payroll assist hr business partner necessary new hire documentation processing paperwork hires terminations promotions demotions status change forms transfer paperwork personnel actions providing quality courteous customer service employees hr business partner management sap hr personnel payroll administration transactions processing high volume incoming calls email requests timely manner reviewing monthly reports validate data handling wide range questions interprets policies procedures provide answers identifying process improvements assist implementing streamline processes maintaining broad knowledge hr processes policies procedures basic minimum qualifications high school diploma proficient perform skill limited assistance word excel powerpoint 3 5 years experience hr administrative support function must valid ca drivers license able travel companys two plant facilities needed two years experience handling payroll timekeeping functions including data entry knowledge familiarity california employment payroll laws regulations basic understanding experience hr eeo employment laws practices record keeping requirements handling confidential information must able take direction set priorities show initiative must able work team environment excellent verbal written communication skills able work independently able manage unplanned critical tasks time excellent organizational skills job requires frequent diverse interfaces levels management able maintain strict confidentiality establish effective work relationships levels organization preferred qualifications associates bachelors degree 1 2 years experience using sap hr knowledge disability benefits family medical leave act fmla attendance programs experience union environment skills apply primary services today,human resources,413,8,12,0,0,0,8,12,0.01937046004842615,0.029055690072639227
Human Resources Analyst - Entry Level,"Chicago, IL, US",position entry level human resources analyst location downtown chicago il salary 38 42k overview avenica currently recruiting entry level human resources analyst ideal candidate position college graduate interested gaining experience human resources client relations general business great opportunities professional development career growth experience required responsibilities entry level human resources analyst work understand plan options help employee pick best suited lifestyle situation help explain benefit plans fully understanding balance role company advocate employee advocate help processing claims associated various plans provide assist recruitment activities perform standard ad hoc reporting hr management maintains management guidelines preparing updating recommending human resource policies procedures responsible maintaining organized accurate personnel files create update file documentation variety accounts changes accounts policy procedure interpretation communication administration data entry processing pertains specific accounts using excel requirements entry level human resources analyst bachelor’s degree required majors encouraged apply human resources general office experience plus required professional internship education proficient excel using pivot tables ability handle multiple tasks meet deadlines maintaining focus environment conflicting demands priorities initiative actively seek opportunities broaden knowledge improve skills strong interpersonal skills ability collaborate work effectively individuals strengthening relationships achieve best possible solutions ability communicate complex situations clearly simply listening actively conveying difficult messages positive manner ability understand client business partner needs challenges apply creative logical approach identify solutions ability receive understand direction ask questions appropriate manage time work effectively independently avenica education work platform leverage exclusive partnerships colleges universities find untapped talent variety skill areas working students finish education help prepare first job skill identification development provide high impact training client’s demand skill areas platform provides digital connectivity convenience ease well human connection accuracy best class support service learn visit website www avenica com avenica equal opportunity employer encourages applicants ages experiences backgrounds apply open positions avenica discriminate basis applicant’s age race color creed religion national origin sex marital status disability sexual orientation status regard public assistance humanresources,human resources,314,21,22,0,0,5,26,22,0.08280254777070063,0.07006369426751592
Director of Human Resources,"Santa Ana, California, United States",umbrla inc holding company operating cannabis industry consisting several brands subsidiaries active california oregon nevada arizona oklahoma entities work synergistically collectively led experienced leadership team proven track record cannabis industry seasoned hr professional looking career exciting cannabis industry? opportunity knocking door human resources director oversee manage hr department including administrative operations compliance compensation benefits ensure hr functions strategic business partner support company’s overall business objectives staff performs responsibilities outlined,human resources,69,4,2,0,0,1,5,2,0.07246376811594203,0.028985507246376812
